SAFETY_NO,SAFETY_CODE,SAFETY_NM,SAFETY_ADDR,SAFETY_EMD,SAFETY_LONG,SAFETY_LAT,SAFETY_X,SAFETY_Y,SAFETY_GEOM
SFT0015019,약국,합정동산약국,"서울특별시 마포구 양화로 45, C-17호 (서교동, 홈플러스합정점)",,126.91395024016,37.5515008030203,14127996.315297471,4516260.230029177,
SFT0015020,약국,합정파란문약국,"서울특별시 마포구 월드컵로1길 14, 206호 (합정동, 마포 한강 푸르지오)",,126.912061257921,37.5500497954747,14127786.034756508,4516056.493070123,
SFT0015021,약국,해오름약국,"서울특별시 마포구 대흥로 34, (용강동)",,126.93856548881544,37.54381848830203,14130736.472243546,4515181.596066749,
SFT0015022,약국,햇빛약국,"서울특별시 마포구 마포대로 68, 408-2호 (도화동, 마포아크로타워)",,126.9489606572827,37.54133353318082,14131893.65710403,4514832.720199551,
SFT0015023,약국,행복약국,"서울특별시 마포구 연희로 5, 지하1층 (동교동)",,126.9262615924149,37.55922932540232,14129366.808761464,4517345.463962376,
SFT0015024,약국,행복한약국,"서울특별시 마포구 신촌로 270, 308호 (아현동, 수창빌딩)",,126.95572790037255,37.557081658094695,14132646.983158866,4517043.878665564,
SFT0015025,약국,허브약국,"서울특별시 마포구 마포대로 73, 104호(도화동,SK허브그린)",,126.94896321234213,37.542392652853096,14131893.941531945,4514981.414136791,
SFT0015026,약국,현정약국,"서울특별시 마포구 연희로 37, (연남동)",,126.92709634279919,37.56207699335021,14129459.732749183,4517745.359965647,
SFT0015027,약국,호산나약국,서울특별시 마포구 창전로 60,,126.93286922404397,37.547740337423654,14130102.36694976,4515732.228670163,
SFT0015028,약국,호정약국,"서울특별시 마포구 효창원로 248-3, 1층 (공덕동)",,126.96339936891872,37.54898309140593,14133500.967131061,4515906.718954001,
SFT0015029,약국,홍대365약국,"서울특별시 마포구 와우산로27길 43, 1층 (서교동)",,126.9261302256,37.5547026379,14129352.185074523,4516709.815881902,
SFT0015030,약국,홍대수약국,"서울특별시 마포구 홍익로3길 11, 1층 (서교동)",,126.92213843516099,37.55381349136592,14128907.820995498,4516584.964376351,
SFT0015031,약국,홍대참신한약국,"서울특별시 마포구 어울마당로 62, 1층 (서교동)",,126.921429397327,37.5506007838824,14128828.891264863,4516133.857261109,
SFT0015032,약국,효성약국,"서울특별시 마포구 성미산로 91, (성산동)",,126.91759895476054,37.56120579020749,14128402.488348853,4517623.01589948,
SFT0017163,약국,망원시장약국,"서울특별시 마포구 월드컵로13길 56, 1층 (망원동)",,126.90705059272,37.5553763502947,14127228.250057798,4516804.417711382,
SFT0021447,약국,마프자서울약국,"서울특별시 마포구 대흥로24길 24, 상가A동 206호 (염리동)",,126.947661522663,37.5539739756082,14131749.038099693,4516607.499021137,
SFT0022855,약국,봄약국,"서울특별시 마포구 백범로31길 7, 상가2동 203호 (공덕동, 공덕SK리더스뷰)",,126.94870244291,37.5452627685789,14131864.912811546,4515384.371484367,
SFT0022899,약국,소마약국,"서울특별시 마포구 대흥로 57, 1층 (대흥동)",,126.939789361703,37.5457872664285,14130872.713150185,4515458.011398033,
SFT0022917,약국,메디팜상암약국,"서울특별시 마포구 상암산로1길 73, 월드프라자 103호 (상암동)",,126.88320489546,37.5801632645329,14124573.759181203,4520285.559208235,
SFT0022946,약국,튼튼약국,"서울특별시 마포구 대흥로24길 24, A동 B2층 203호 (염리동)",,126.947661522663,37.5539739756082,14131749.038099693,4516607.499021137,
SFT0023069,약국,해맑은약국,"서울특별시 마포구 마포대로 115-12, 공덕삼성아파트 상가동 211호 (공덕동)",,126.9511516935,37.5456912411,14132137.562140048,4515444.529327081,
SFT0023075,약국,마포온누리약국,"서울특별시 마포구 큰우물로 76, 고려빌딩 101호 (도화동)",,126.945946191673,37.5408050156165,14131558.088327346,4514758.52034955,
SFT0023076,약국,스마일약국,"서울특별시 마포구 백범로37길 26, 1층 (신공덕동)",,126.954924708995,37.544240240903,14132557.572303707,4515240.809278102,
SFT0023077,약국,공덕제일약국,"서울특별시 마포구 만리재로 15, 제일빌딩 1층 15호 (공덕동)",,126.95276773044,37.5445849310546,14132317.458549313,4515289.203326341,
SFT0023078,약국,롱약국,"서울특별시 마포구 양화로 지하 55, 합정역 B1  238-105호 (서교동)",,126.914638180431,37.5501152068908,14128072.896458134,4516065.677446297,
SFT0023079,약국,서교약국,"서울특별시 마포구 월드컵로 72, 지1층 (서교동)",,126.910820624841,37.5556562245487,14127647.928113779,4516843.7175462395,
SFT0023080,약국,홍익약국,"서울특별시 마포구 양화로18길 7, 1층 (동교동)",,126.924610865605,37.5568600167809,14129183.050693547,4517012.755270215,
SFT0023098,약국,바다약국,"서울특별시 마포구 월드컵북로 69, 1층 (성산동)",,126.916342567679,37.5599308118771,14128262.627978696,4517443.9717949275,
SFT0023185,약국,홍대어울림약국,"서울특별시 마포구 어울마당로 128, 1층 (서교동)",,126.924295467517,37.5557196028769,14129147.94073899,4516852.61712715,
SFT0023408,약국,고래약국,"서울특별시 마포구 신촌로 지하 90, 신촌역 B1 240-107호 (노고산동)",,126.936119192554,37.5554417865984,14130464.151789391,4516813.606238704,
