구분,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,19.72,202201,17,"        10,000",             0,4,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,21.45,202202,12,"        12,000",             0,9,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",월세,21.45,202202,24,           500,            25,9,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,19.72,202203,22,"         9,000",             0,9,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,19.72,202206,7,"         8,925",             0,6,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,18.15,202206,16,"        10,000",             0,4,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",월세,19.72,202208,13,"         1,000",            45,12,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,19.72,202209,14,"        11,500",             0,11,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,19.72,202210,10,"         9,000",             0,4,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,19.72,202210,10,"         9,000",             0,4,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,22.02,202210,22,"         9,500",             0,3,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,19.72,202210,31,"        10,000",             0,2,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",월세,22.02,202211,4,"         1,000",            50,9,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",전세,18.15,202211,5,"         8,500",             0,7,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,15-3,0015,0003,"	(15-3)	",월세,19.72,202212,31,"         1,000",            45,12,2002,만리재로 91
오피스텔,서울특별시 마포구 공덕동,27-4,0027,0004,DK빌딩,월세,25.49,202202,24,"         1,000",            87,6,2020,만리재로 110
오피스텔,서울특별시 마포구 공덕동,27-4,0027,0004,DK빌딩,월세,25.49,202203,9,"         1,000",            89,7,2020,만리재로 110
오피스텔,서울특별시 마포구 공덕동,27-4,0027,0004,DK빌딩,월세,23.48,202207,11,"         1,000",            84,6,2020,만리재로 110
오피스텔,서울특별시 마포구 공덕동,27-4,0027,0004,DK빌딩,월세,36.61,202211,22,"         1,000",            98,6,2020,만리재로 110
오피스텔,서울특별시 마포구 공덕동,31-1,0031,0001,YD레지던스,전세,22.82,202201,25,"        17,500",             0,8,2013,만리재로 123
오피스텔,서울특별시 마포구 공덕동,31-1,0031,0001,YD레지던스,전세,20.38,202203,26,"        17,500",             0,15,2013,만리재로 123
오피스텔,서울특별시 마포구 공덕동,31-1,0031,0001,YD레지던스,전세,22.51,202206,24,"        17,500",             0,10,2013,만리재로 123
오피스텔,서울특별시 마포구 공덕동,31-1,0031,0001,YD레지던스,전세,22.51,202212,21,"        17,000",             0,8,2013,만리재로 123
오피스텔,서울특별시 마포구 공덕동,31-1,0031,0001,YD레지던스,전세,22.82,202212,21,"        16,800",             0,11,2013,만리재로 123
오피스텔,서울특별시 마포구 공덕동,115-45,0115,0045,공덕 시티하우스,전세,22.36,202205,13,"        15,000",             0,13,2013,만리재로 81
오피스텔,서울특별시 마포구 공덕동,115-45,0115,0045,공덕 시티하우스,월세,27.43,202205,17,"         3,000",            60,14,2013,만리재로 81
오피스텔,서울특별시 마포구 공덕동,115-45,0115,0045,공덕 시티하우스,월세,22.5,202206,4,"         1,000",            60,15,2013,만리재로 81
오피스텔,서울특별시 마포구 공덕동,115-45,0115,0045,공덕 시티하우스,월세,22.5,202206,7,"         1,000",            60,15,2013,만리재로 81
오피스텔,서울특별시 마포구 공덕동,115-45,0115,0045,공덕 시티하우스,전세,27.43,202210,29,"        15,000",             0,4,2013,만리재로 81
오피스텔,서울특별시 마포구 공덕동,115-45,0115,0045,공덕 시티하우스,전세,39.69,202212,13,"        13,600",             0,7,2013,만리재로 81
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.13,202201,10,           500,            50,4,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,19.41,202201,15,"         1,000",            55,8,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,14.79,202201,15,"         1,000",            50,18,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202201,22,"         7,000",            30,14,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202203,29,           500,            50,18,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,16.88,202204,4,"        13,000",             0,7,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,19.41,202204,9,"        12,500",             0,5,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,16.88,202204,12,"        10,990",             0,3,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,24.41,202204,14,"        14,500",             2,17,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202204,19,           500,            53,3,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202204,28,"         1,000",            50,13,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202205,1,"         7,000",            30,14,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,16.88,202205,6,"        13,000",             0,12,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202205,7,"         6,000",            40,14,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202205,27,"         1,000",            50,8,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.13,202206,3,"         5,000",            30,5,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,16.88,202206,9,"        11,550",             0,6,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,19.41,202207,16,"        13,000",             0,4,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,19.41,202207,16,"         1,000",            55,12,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.13,202208,11,"        10,000",            15,14,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202208,13,"         1,000",            55,17,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,19.41,202208,17,"        12,600",             0,10,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,17.23,202208,29,"        13,000",             0,18,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202209,17,"         1,000",            50,12,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,16.88,202210,12,"        12,000",             0,16,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.88,202211,19,"         3,000",            45,6,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,16.13,202211,26,"        12,500",             0,16,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,19.41,202212,10,"        12,500",             0,3,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,전세,16.88,202212,26,"        11,000",             0,10,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,12-98,0012,0098,공덕오피스타,월세,16.13,202212,31,"         1,000",            52,7,2013,만리재로 104
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202201,8,"         1,000",            85,6,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202201,8,"         5,000",            65,6,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202201,8,"        25,000",             0,14,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202201,11,"         1,000",            86,15,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202201,12,"         1,000",            85,3,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202201,12,"         1,000",            90,20,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202201,13,"        24,500",             0,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,36.69,202201,15,"        28,500",             4,5,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,38.15,202201,18,"         1,000",           100,20,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202201,20,"         2,000",            75,12,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202201,21,"         1,000",            90,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202201,22,"         1,000",            89,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202201,23,"        25,000",             0,14,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202201,27,"        26,500",             0,19,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202201,27,"        17,600",            14,19,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202201,29,"        27,500",             0,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202202,4,"         1,000",            85,15,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202202,12,           500,            89,18,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202202,12,"        27,500",             0,11,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202202,12,           500,            90,18,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202202,18,"         1,000",            85,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202202,21,"        24,000",             0,3,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202202,23,"         1,000",            90,19,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.93,202202,24,"         2,000",            85,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202202,26,"        22,150",             0,3,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,39.62,202202,26,"         1,000",           120,18,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202202,26,"        25,200",             0,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202202,27,"         5,000",            70,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.12,202203,3,"         1,000",            90,4,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,36.69,202203,4,"         1,000",           110,6,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202203,5,"         2,000",            80,13,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202203,8,"        24,150",             0,20,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202203,12,"        26,000",             0,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202203,12,"         1,000",            80,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202203,19,"        24,000",             0,3,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202203,25,"         1,000",            90,7,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202203,26,"        10,000",            60,14,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202203,26,"        27,000",             0,13,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202204,2,"        26,000",             0,14,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202204,2,"        23,000",             0,3,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202204,7,"         1,000",            85,13,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202204,9,"         3,000",            85,20,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202204,9,"        26,000",             0,7,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202204,11,"         2,000",            75,12,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202204,15,"         9,000",            49,4,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202204,24,"        14,900",            33,15,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.16,202204,26,"         5,000",            79,8,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202204,30,"        27,000",             0,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202205,3,"        15,000",            37,6,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,31.28,202205,6,"        27,000",             0,7,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,31.12,202205,13,"        26,000",             0,3,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202205,13,"        26,500",             0,13,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,36.69,202205,23,"        30,500",             0,9,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202205,25,"         1,000",            89,20,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202205,27,"         1,000",            80,9,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202206,1,"        23,100",             0,9,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,38.15,202206,1,"        29,000",             0,13,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,31.12,202206,7,"        25,000",             0,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,39.62,202206,9,"         1,000",           130,20,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.12,202206,14,"         5,000",            80,12,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,37.87,202206,18,"        32,000",             0,12,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,34.39,202206,29,"         1,000",            95,3,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202206,30,"         1,000",            85,9,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202207,2,"         1,000",            90,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202207,4,"         1,000",            90,10,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202207,4,"         1,000",            95,18,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202207,7,"        25,000",             0,19,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,38.15,202207,7,"        29,500",             0,12,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202207,13,"        25,000",             0,14,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202207,14,"         1,000",            89,4,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202207,14,"         1,000",            95,12,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,31.12,202207,15,"        26,000",             0,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202207,15,"        25,000",             0,11,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,34.39,202207,18,"        28,000",             0,20,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202207,18,"        24,000",             0,5,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202207,20,"        26,400",             0,10,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202207,22,"         1,000",            85,15,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,34.39,202207,23,"         1,000",            95,5,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202207,23,"         1,000",            80,3,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.93,202207,25,"         1,000",            95,7,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202207,25,"        10,000",            61,18,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202207,28,"         5,000",            80,4,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202207,28,"        15,000",            34,15,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202208,2,"         8,000",            60,8,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202208,8,"        26,000",             0,15,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202208,19,"         1,000",            84,10,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,38.15,202208,22,"        28,500",             0,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,37.87,202208,24,"        29,500",             0,9,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202208,24,"        25,000",             0,20,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202208,25,"         1,000",            85,19,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,34.39,202208,28,"         1,000",            90,6,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,38.15,202208,29,"        29,000",             0,5,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.16,202209,1,"         1,000",            95,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202209,2,"        27,500",             0,7,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202209,3,"         1,000",            60,6,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,34.39,202209,7,"         1,000",            95,14,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,39.62,202209,27,"         1,000",           140,14,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202210,1,"        26,000",             0,11,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,38.15,202210,1,"        30,000",             0,19,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202210,4,"         1,000",            90,6,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202210,5,"        25,500",             0,5,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.12,202210,6,"         1,000",            90,19,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202210,7,"         1,000",            85,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202211,1,"         2,000",            80,12,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,39.62,202211,3,"        10,000",            80,5,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202211,8,"        22,000",             0,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202211,15,"         3,000",            80,8,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202211,15,"         1,000",            94,12,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202211,23,"         1,000",            89,5,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,31.16,202211,25,"        25,000",             0,5,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,34.39,202211,26,"         1,000",            90,11,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202212,7,"         3,000",            70,14,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202212,8,"         1,000",            95,7,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202212,10,"        24,500",             0,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202212,10,"         1,000",            95,8,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202212,12,"         1,000",            95,16,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,31.28,202212,16,"         1,000",            90,20,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,32.07,202212,17,"        24,000",            20,17,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,32.07,202212,21,"        25,500",             0,15,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,전세,27.74,202212,21,"        24,000",             0,13,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,37.87,202212,26,"         1,000",           115,11,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,475,0475,0000,공덕푸르지오시티,월세,27.74,202212,30,           500,            93,18,2013,마포대로 156
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,월세,18.15,202201,5,"         1,000",            55,6,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,23.18,202201,10,"        15,225",             0,9,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202201,10,"        14,950",             0,6,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.32,202201,13,"        14,430",             0,5,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.65,202201,13,"        15,000",             0,8,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.75,202201,13,"        14,330",             0,9,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.32,202201,15,"        14,790",             0,13,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,월세,18.15,202201,17,"         1,000",            55,6,2016,만리재로 109
오피스텔,서울특별시 마포구 공덕동,26-4,0026,0004,대성힐스오피스텔,전세,18.15,202201,25,"        14,660",             0,12,2016,만리재로 109
