구분,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
아파트,서울특별시 마포구 신수동,22-35,0022,0035,하나테크노빌,월세,31.83,202201,18,"         2,000",            70,9,2002,백범로 76
아파트,서울특별시 마포구 신수동,22-35,0022,0035,하나테크노빌,전세,31.83,202203,4,"        18,000",             0,7,2002,백범로 76
아파트,서울특별시 마포구 신수동,22-35,0022,0035,하나테크노빌,전세,38.7,202203,24,"        25,000",             0,7,2002,백범로 76
아파트,서울특별시 마포구 신수동,22-35,0022,0035,하나테크노빌,전세,31.25,202206,24,"        22,000",             0,8,2002,백범로 76
아파트,서울특별시 마포구 신수동,22-35,0022,0035,하나테크노빌,전세,31.83,202207,8,"        23,000",             0,8,2002,백범로 76
아파트,서울특별시 마포구 신수동,22-35,0022,0035,하나테크노빌,전세,31.83,202207,8,"        23,000",             0,8,2002,백범로 76
아파트,서울특별시 마포구 신수동,22-35,0022,0035,하나테크노빌,월세,31.25,202207,30,"         1,000",            75,7,2002,백범로 76
아파트,서울특별시 마포구 신수동,22-35,0022,0035,하나테크노빌,전세,31.25,202211,16,"        19,000",             0,12,2002,백범로 76
아파트,서울특별시 마포구 신수동,22-35,0022,0035,하나테크노빌,전세,31.25,202211,16,"        17,850",             0,12,2002,백범로 76
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202201,6,"        40,950",             0,1,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202201,15,"        49,300",             0,14,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,월세,84.47,202201,20,"        45,000",            10,6,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202201,22,"        47,250",             0,8,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202203,15,"        55,000",             0,12,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202203,17,"        52,500",             0,11,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202203,31,"        47,200",             0,9,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,월세,84.47,202204,16,"        45,000",             9,5,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202205,14,"        45,000",             0,3,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202205,23,"        59,000",             0,11,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.85,202206,15,"        42,000",             0,9,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202207,4,"        54,000",             0,6,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202207,14,"        46,200",             0,1,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,월세,84.47,202208,2,"        30,000",            80,14,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202208,15,"        52,500",             0,2,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,월세,84.47,202208,23,"        30,000",            40,2,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202208,26,"        52,500",             0,13,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202209,17,"        60,000",             0,1,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.85,202209,19,"        50,000",             0,11,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,전세,84.47,202209,26,"        46,060",             0,11,1996,토정로 242
아파트,서울특별시 마포구 신수동,445-5,0445,0005,현대,월세,84.47,202210,26,"         6,000",           190,6,1996,토정로 242
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,114.87,202201,3,"        60,900",             0,21,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202201,8,"        44,000",            40,20,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202201,17,"        53,000",             0,2,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202201,18,"        25,000",            90,19,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202201,18,"        25,000",            90,19,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202201,21,"        43,050",             0,13,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.4,202201,25,"        70,000",             0,13,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202201,27,"        56,000",             0,16,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,114.87,202202,5,"        58,500",             0,2,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.97,202202,10,"        52,500",             0,16,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202202,10,"        47,200",             0,22,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.97,202202,10,"        52,500",             0,16,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202202,11,"        51,000",             0,5,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202202,12,"        53,000",             0,7,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202202,16,"        44,000",             0,2,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202202,16,"        44,000",             0,2,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202202,19,"        37,000",            50,3,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.4,202202,19,"        63,000",             0,12,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.4,202202,19,"        63,000",             0,12,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202202,19,"        37,000",            50,3,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.97,202202,20,"        65,000",             0,6,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202203,11,"        39,900",             0,2,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202203,15,"        10,000",            94,18,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202203,24,"        53,000",             0,2,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.4,202203,25,"        63,000",             0,3,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.4,202204,12,"        60,900",             0,15,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.4,202204,12,"        60,900",             0,15,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.4,202204,16,"        63,000",             0,7,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202204,25,"        54,900",             0,19,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.97,202204,25,"        57,600",             0,20,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202204,25,"        10,000",            85,2,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202204,26,"        30,000",            25,11,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,84.4,202204,29,"        33,000",            57,8,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.4,202204,30,"        57,700",             0,21,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202205,9,"        44,100",             0,17,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,114.87,202205,10,"        66,000",             0,17,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202205,11,"        20,000",           150,12,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202205,22,"         5,000",           115,6,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202205,25,"        60,000",             0,14,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,114.87,202206,1,"        47,250",             0,20,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202206,1,"         8,000",           112,15,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,84.4,202206,9,"         5,700",           158,13,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202206,18,"        45,150",             0,23,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202206,18,"        45,150",             0,23,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,114.87,202206,20,"        30,000",             0,1,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,114.87,202206,20,"        30,000",             0,1,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202206,22,"        52,000",            40,12,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.97,202207,2,"        51,450",             0,8,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202207,6,"        47,200",             0,4,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202207,29,"        20,000",           105,22,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202208,10,"        45,000",             0,8,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202208,10,"        45,000",             0,8,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202208,13,"        50,400",             0,2,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202208,18,"        59,000",             0,21,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,114.87,202208,24,"         5,000",           280,19,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202208,27,"        54,000",             0,22,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202209,1,"        45,000",             0,10,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,114.87,202209,1,"        68,000",             0,5,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202209,3,"        26,000",            46,15,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,84.97,202209,3,"        20,000",           140,11,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202209,21,"        60,000",             0,23,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,114.87,202209,21,"        65,000",            25,13,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202209,21,"        44,000",             0,17,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202209,28,"         5,000",           130,20,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202209,30,"        49,300",             0,19,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202209,30,"        33,000",            50,16,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202210,1,"         8,000",           110,10,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202210,15,"        44,000",             0,21,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202210,22,"        52,500",             0,5,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202210,22,"        46,305",             0,7,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202210,23,"        22,000",           100,8,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202210,31,"        45,000",            15,15,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,84.4,202211,6,"        56,700",             0,22,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,월세,59.98,202211,18,"        20,000",           100,10,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202211,21,"        49,000",             0,22,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202211,21,"        49,000",             0,22,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,114.87,202212,6,"        78,000",             0,11,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202212,23,"        45,000",             0,17,1999,창전로 26
아파트,서울특별시 마포구 신정동,30,0030,0000,서강GS,전세,59.98,202212,28,"        48,000",             0,20,1999,창전로 26
아파트,서울특별시 마포구 신정동,74-1,0074,0001,씨제이리버힐,전세,200.17,202211,17,"       123,000",             0,8,1998,신수로3길 47
아파트,서울특별시 마포구 신정동,74-1,0074,0001,씨제이리버힐,월세,200.17,202212,27,"        26,000",           130,4,1998,신수로3길 47
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202201,5,"       100,000",            80,18,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202201,7,"        78,750",             0,5,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202201,7,"        85,000",             0,13,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202201,9,"        99,000",             0,2,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202201,12,"        10,000",           270,13,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202201,12,"        40,000",           280,17,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202201,12,"        40,000",           280,17,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202201,15,"        66,000",             0,1,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202201,15,"        66,000",             0,1,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,114.99,202201,18,"        90,300",             0,2,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202201,21,"        95,000",             0,6,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202201,22,"        50,000",           105,9,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202201,26,"        20,000",           138,11,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202202,5,"        95,000",             0,5,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202202,12,"        75,000",             0,13,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202202,19,"        68,200",             0,10,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202202,23,"        71,400",             0,21,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202202,25,"        80,000",            80,3,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202202,26,"        79,800",             0,19,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202202,26,"        64,050",             0,2,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202202,28,"        65,100",             0,7,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202202,28,"        80,800",             0,12,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202202,28,"        80,800",             0,12,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202203,1,"       100,000",             0,7,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202203,3,"        80,000",            70,14,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202203,5,"        96,000",             0,12,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202203,5,"        80,000",             0,8,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202203,5,"        79,000",             0,16,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202203,7,"        75,000",           100,18,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202203,8,"        53,460",            52,9,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202203,10,"        90,000",             0,5,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202203,10,"        90,000",             0,5,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202203,12,"       101,000",             0,12,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202203,12,"        80,000",             0,13,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202203,14,"        30,000",           140,5,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202203,19,"        89,800",            30,5,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202203,19,"        40,000",           180,13,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202203,26,"        60,000",            95,10,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202203,28,"        30,000",             0,7,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202203,30,"        67,200",             0,9,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202204,2,"       103,000",             0,11,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202204,8,"        25,000",           200,3,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202204,13,"         1,000",           340,3,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202204,13,"         1,000",           340,3,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202204,13,"         1,000",           340,3,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202204,15,"        20,000",           171,21,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202204,18,"        65,000",           160,17,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202204,20,"        78,000",             0,4,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202204,22,"         2,000",           254,7,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202204,22,"        20,000",           254,7,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202204,30,"        75,000",             0,2,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202204,30,"        75,000",             0,2,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202205,6,"        70,350",             0,12,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202205,7,"        40,000",           160,8,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202205,10,"        20,000",           220,4,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202205,10,"        95,000",             0,14,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202205,20,"        58,800",             0,18,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202205,20,"        58,800",             0,18,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202205,21,"        30,000",           109,11,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,114.99,202205,31,"       110,000",             0,21,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202206,8,"        20,000",           192,8,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202206,9,"        15,000",           170,8,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,114.99,202206,18,"       125,000",             0,14,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,114.99,202206,18,"       125,000",             0,14,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202206,18,"        84,000",             0,5,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202206,18,"        10,000",           180,17,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202206,23,"        80,000",             0,12,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202206,29,"       100,000",             0,6,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202206,30,"        66,000",             0,9,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202206,30,"        66,000",             0,9,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202207,1,"        75,600",             0,12,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202207,7,"        30,000",           150,4,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202207,7,"        65,000",           110,7,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,114.99,202207,8,"       130,000",             0,6,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202207,9,"        40,000",           120,8,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202207,18,"        15,000",           135,15,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202207,23,"        77,000",             0,3,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202207,23,"        77,000",             0,1,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,114.99,202207,27,"        85,000",           130,11,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202207,30,"        70,000",             0,17,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202207,30,"        89,250",             0,3,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202208,3,"        80,000",             0,15,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202208,5,"        89,250",             0,11,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202208,8,"        78,750",             0,20,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202208,13,"        30,000",           146,10,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202208,16,"        70,000",             0,12,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,114.99,202208,17,"       110,000",             0,6,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,114.99,202208,19,"       105,000",             0,9,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202208,24,"        21,000",           150,7,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202209,1,"        60,000",           100,7,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202209,2,"        40,000",           165,5,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202209,13,"        85,000",             0,3,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,84.99,202209,13,"         5,000",           284,13,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202209,16,"        70,000",             0,9,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202209,17,"        70,000",             0,9,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202209,19,"        78,000",             0,21,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202209,22,"       105,000",             0,17,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,59.99,202209,24,"        70,000",             0,6,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202209,27,"        89,200",             0,16,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,월세,59.99,202209,30,"        43,200",            90,1,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202210,5,"        90,000",             0,11,2015,마포대로24길 16
아파트,서울특별시 마포구 아현동,800,0800,0000,공덕자이,전세,84.99,202210,5,"        90,000",             0,11,2015,마포대로24길 16
