정류장번호,정류장명,위도,경도,정보수집일시,모바일단축번호,도시코드,도시명,관리도시명
GGB115000163,가양역.우성아파트,37.5621333,126.8534,2.0221E+13,16260,11,서울특별시,경기도
GGB115000164,SBS공개홀,37.5635167,126.8508,2.0221E+13,16261,11,서울특별시,경기도
GGB115000165,SBS공개홀,37.5637,126.84985,2.0221E+13,16262,11,서울특별시,경기도
GGB115000168,등촌동대림아파트,37.5644333,126.8484,2.0221E+13,16265,11,서울특별시,경기도
GGB115000169,가양동대상,37.5652833,126.84745,2.0221E+13,16266,11,서울특별시,경기도
GGB115000170,가양동CJ주식회사,37.56665,126.8449333,2.0221E+13,16267,11,서울특별시,경기도
GGB115000171,가양동CJ주식회사,37.5669333,126.8437667,2.0221E+13,16268,11,서울특별시,경기도
GGB115000206,강서공업고등학교,37.57565,126.8165333,2.0221E+13,16303,11,서울특별시,경기도
GGB115000207,방화동도시개발1.2단지아파트,37.5751667,126.817,2.0221E+13,16304,11,서울특별시,경기도
GGB115000208,서울항공비즈니스고등학교,37.5693833,126.8169,2.0221E+13,16305,11,서울특별시,경기도
GGB115000209,서울항공비즈니스고등학교,37.569,126.8163833,2.0221E+13,16306,11,서울특별시,경기도
GGB115000210,공항중학교,37.5632667,126.8162833,2.0221E+13,16307,11,서울특별시,경기도
GGB115000211,공항중학교.마곡엠밸리9단지,37.5630333,126.8167333,2.0221E+13,16308,11,서울특별시,경기도
GGB115000212,양천향교역,37.5669,126.8408167,2.0221E+13,16309,11,서울특별시,경기도
GGB115000229,제과점앞,37.5603667,126.8098667,2.0221E+13,16326,11,서울특별시,경기도
GGB115000230,공항동천주교회,37.5573833,126.8116333,2.0221E+13,16327,11,서울특별시,경기도
GGB115000231,강서한방병원,37.5301667,126.8390333,2.0221E+13,16328,11,서울특별시,경기도
GGB115000232,강서한방병원,37.5300333,126.83935,2.0221E+13,16329,11,서울특별시,경기도
GGB115000280,김포공항국내선(6번홈),37.5588667,126.8040667,2.0221E+13,16389,11,서울특별시,경기도
GGB115000281,김포공항국내선(2번홈),37.5583667,126.8047,2.0221E+13,16390,11,서울특별시,경기도
GGB115000282,김포공항국제선(4번홈),37.5652167,126.8012833,2.0221E+13,16391,11,서울특별시,경기도
GGB115000283,김포공항국제선(3번홈),37.56505,126.8010833,2.0221E+13,16392,11,서울특별시,경기도
GGB115000295,송정역,37.5613833,126.8121833,2.0221E+13,16407,11,서울특별시,경기도
GGB115000296,외발산동기점,37.5454833,126.8212833,2.0221E+13,16408,11,서울특별시,경기도
GGB115000297,한국공항공사,37.5625333,126.7989333,2.0221E+13,16410,11,서울특별시,경기도
GGB115000298,한국공항공사,37.5625333,126.7987667,2.0221E+13,16411,11,서울특별시,경기도
GGB115000302,마곡수명산파크7단지,37.5492333,126.8231333,2.0221E+13,16416,11,서울특별시,경기도
GGB115000303,마곡수명산파크5단지6단지,37.5521833,126.8258,2.0221E+13,16417,11,서울특별시,경기도
GGB115000304,마곡수명산파크2단지,37.5549333,126.8264167,2.0221E+13,16418,11,서울특별시,경기도
GGB115000305,마곡수명산파크2단지,37.5549833,126.8262167,2.0221E+13,16419,11,서울특별시,경기도
GGB115000306,마곡수명산파크3단지4단지,37.55215,126.8255167,2.0221E+13,16420,11,서울특별시,경기도
GGB115000307,마곡수명산파크7단지,37.5493333,126.8228833,2.0221E+13,16421,11,서울특별시,경기도
GGB115000308,마곡역6번출구,37.5595667,126.8265333,2.0221E+13,16422,11,서울특별시,경기도
GGB115000309,마곡역,37.5599167,126.82645,2.0221E+13,16423,11,서울특별시,경기도
GGB115000313,마곡엠밸리14단지아파트,37.5585333,126.8265667,2.0221E+13,16427,11,서울특별시,경기도
GGB115000314,마곡엠밸리15단지아파트,37.5586333,126.82685,2.0221E+13,16428,11,서울특별시,경기도
GGB115000317,신방화사거리,37.5728833,126.8169333,2.0221E+13,16431,11,서울특별시,경기도
GGB115000318,신방화사거리,37.5728,126.8165,2.0221E+13,16432,11,서울특별시,경기도
GGB115000320,개화역광역환승센터,37.57835,126.7975833,2.0221E+13,16434,11,서울특별시,경기도
GGB115000321,개화역광역환승센터,37.5782167,126.7981667,2.0221E+13,16435,11,서울특별시,경기도
GGB115000449,송정역,37.5613667,126.8095167,2.0221E+13,16745,11,서울특별시,경기도
GGB115000558,강서면허시험장.메이필드호텔,37.5501,126.8184833,2.0221E+13,16849,11,서울특별시,경기도
GGB115000562,김포공항국제선(2번홈),37.5649167,126.8009,2.0221E+13,16997,11,서울특별시,경기도
GGB115000563,대한항공,37.5496167,126.8168667,2.0221E+13,16996,11,서울특별시,경기도
GGB115000568,대한항공빌딩,37.5507667,126.81465,2.0221E+13,16995,11,서울특별시,경기도
GGB115000571,김포공항세관.국립항공박물관,37.5557,126.8080833,2.0221E+13,16993,11,서울특별시,경기도
GGB115000572,김포공항화물청사,37.5534,126.8114,2.0221E+13,16992,11,서울특별시,경기도
GGB115000573,대한항공훈련센터,37.5463167,126.81315,2.0221E+13,16988,11,서울특별시,경기도
GGB115000574,대한항공화물청사,37.55155,126.81335,2.0221E+13,16987,11,서울특별시,경기도
GGB115000575,대한항공훈련센터,37.5458667,126.8123333,2.0221E+13,19992,11,서울특별시,경기도
GGB115000580,국립항공박물관,37.5563167,126.8075833,2.0221E+13,16983,11,서울특별시,경기도
GGB115000582,화훼단지,37.5563667,126.7689,2.0221E+13,16981,11,서울특별시,경기도
GGB115000583,화훼단지,37.5563333,126.7691667,2.0221E+13,16980,11,서울특별시,경기도
GGB115000587,태영송화아파트,37.5539167,126.8673833,2.0221E+13,16855,11,서울특별시,경기도
GGB115000588,강서구청사거리.서울디지털대학교(중),37.5547167,126.8558667,2.0221E+13,16007,11,서울특별시,경기도
GGB115000589,강서구청사거리.서울디지털대학교(중),37.5549833,126.8547667,2.0221E+13,16008,11,서울특별시,경기도
GGB115000590,KBS스포츠월드(중),37.55665,126.8504,2.0221E+13,16009,11,서울특별시,경기도
GGB115000591,KBS스포츠월드(중),37.5569,126.8492167,2.0221E+13,16010,11,서울특별시,경기도
GGB115000592,한국가스기술공사(중),37.5579,126.8454,2.0221E+13,16011,11,서울특별시,경기도
GGB115000593,한국가스기술공사(중),37.5579833,126.84315,2.0221E+13,16012,11,서울특별시,경기도
GGB115000594,발산역(중),37.5585333,126.8391833,2.0221E+13,16013,11,서울특별시,경기도
GGB115000601,김포공항국내선(9번홈),37.5595,126.8032833,2.0221E+13,16605,11,서울특별시,경기도
GGB115000602,김포공항국내선(10번홈),37.5596833,126.80305,2.0221E+13,16781,11,서울특별시,경기도
GGB115000604,화곡역,37.5412833,126.8387333,2.0221E+13,16639,11,서울특별시,경기도
GGB115000606,오쇠동꽃단지,37.53815,126.7974667,2.0221E+13,16726,11,서울특별시,경기도
GGB115000607,오쇠동꽃단지,37.5381833,126.79765,2.0221E+13,16725,11,서울특별시,경기도
GGB115000609,핑크힐병원,37.5493333,126.8755,2.0221E+13,16450,11,서울특별시,경기도
GGB115000617,롯데몰.김포공항역,37.5623,126.8032667,2.0221E+13,16451,11,서울특별시,경기도
GGB115000620,대한항공,37.5500667,126.81515,2.0221E+13,16612,11,서울특별시,경기도
GGB115000633,송정역(중),37.5613667,126.8111167,2.0221E+13,16015,11,서울특별시,경기도
GGB115000634,송정역(중),37.5614333,126.8095833,2.0221E+13,16014,11,서울특별시,경기도
GGB115000635,공항중학교.마곡엠밸리9.10단지(중),37.5607667,126.8157,2.0221E+13,16016,11,서울특별시,경기도
GGB115000642,신방화역7번출구,37.5669667,126.81635,2.0221E+13,16704,11,서울특별시,경기도
GGB115000646,화곡중고등학교,37.5472333,126.8364833,2.0221E+13,16212,11,서울특별시,경기도
GGB115000647,마곡엠밸리5단지,37.5662667,126.8168,2.0221E+13,16706,11,서울특별시,경기도
GGB115000648,화곡중앙골목시장,37.53475,126.8378167,2.0221E+13,16707,11,서울특별시,경기도
GGB115000893,발산역(중),37.55855,126.8376,2.0221E+13,16017,11,서울특별시,경기도
GGB115000894,공항중학교.마곡엠밸리9.10단지(중),37.56075,126.8168833,2.0221E+13,16020,11,서울특별시,경기도
GGB115000895,마곡역(중),37.5596833,126.8275833,2.0221E+13,16018,11,서울특별시,경기도
GGB115000896,마곡역(중),37.5596833,126.8260333,2.0221E+13,16019,11,서울특별시,경기도
GGB115000922,마곡동로사거리(중),37.5591333,126.8316667,2.0221E+13,16022,11,서울특별시,경기도
GGB115000923,마곡동로사거리(중),37.55925,126.83185,2.0221E+13,16021,11,서울특별시,경기도
GGB115000924,대한항공,37.5499333,126.8163667,2.0221E+13,16618,11,서울특별시,경기도
GGB115000928,김포공항국내선(11-4번홈),37.5602833,126.80235,2.0221E+13,0,11,서울특별시,경기도
GGB115000929,김포공항국내선(12번홈),37.5590333,126.8043,2.0221E+13,0,11,서울특별시,경기도
GGB115000930,김포공항국내선(11-1번홈),37.5598833,126.8027833,2.0221E+13,84272,11,서울특별시,경기도
GGB115000946,강서세무서(중),37.5601667,126.8226667,2.0221E+13,16024,11,서울특별시,경기도
GGB115000947,강서세무서(중),37.5601833,126.8212667,2.0221E+13,16023,11,서울특별시,경기도
GGB115505500,방화중학교(시외버스),37.56385,126.8067167,2.0221E+13,16959,11,서울특별시,경기도
GGB115507730,김포공항국제선(1경기),37.5653,126.8011,2.0221E+13,16951,11,서울특별시,경기도
GGB115507740,김포공항국제선(2충청.전라),37.56545,126.8012667,2.0221E+13,0,11,서울특별시,경기도
GGB115507750,김포공항국제선(3강원.경상),37.5655833,126.80145,2.0221E+13,0,11,서울특별시,경기도
GGB115507760,김포공항국내선(11-3번홈),37.56015,126.8024667,2.0221E+13,16934,11,서울특별시,경기도
GGB115507770,김포공항국내선(11-2번홈),37.56,126.80265,2.0221E+13,16930,11,서울특별시,경기도
GGB116000001,신도림역(중),37.5096667,126.8892333,2.0221E+13,17001,11,서울특별시,경기도
GGB116000002,신도림역(중),37.50915,126.8884667,2.0221E+13,17002,11,서울특별시,경기도
GGB116000003,신도림동.구로역(중),37.5060167,126.8839333,2.0221E+13,17003,11,서울특별시,경기도
GGB116000004,신도림동.구로역(중),37.5054833,126.8833667,2.0221E+13,17004,11,서울특별시,경기도
GGB116000005,구일역.중앙유통상가(중),37.4998333,126.8746167,2.0221E+13,17005,11,서울특별시,경기도
GGB116000006,구일역.제일제당(중),37.4996333,126.87445,2.0221E+13,17006,11,서울특별시,경기도
GGB116000007,동양미래대학.구로성심병원(중),37.4996833,126.8679833,2.0221E+13,17007,11,서울특별시,경기도
GGB116000008,동양미래대학.구로성심병원(중),37.4995,126.8672167,2.0221E+13,17008,11,서울특별시,경기도
GGB116000009,개봉역.영화아파트(중),37.4969167,126.86015,2.0221E+13,17009,11,서울특별시,경기도
GGB116000010,개봉역.한마을아파트(중),37.4965,126.8621667,2.0221E+13,17010,11,서울특별시,경기도
GGB116000011,경인중학교.개봉사거리(중),37.4973333,126.85555,2.0221E+13,17011,11,서울특별시,경기도
GGB116000012,경인중학교.개봉사거리(중),37.4972333,126.8551333,2.0221E+13,17012,11,서울특별시,경기도
GGB116000013,구로디지털단지역(중),37.4830667,126.90155,2.0221E+13,17013,11,서울특별시,경기도
GGB116000016,신도림역,37.5072,126.8915333,2.0221E+13,17102,11,서울특별시,경기도
GGB116000023,구로고등학교,37.4965667,126.8916833,2.0221E+13,17109,11,서울특별시,경기도
GGB116000024,영림중학교,37.4969833,126.8918333,2.0221E+13,17110,11,서울특별시,경기도
GGB116000025,구로구청,37.4945833,126.88785,2.0221E+13,17111,11,서울특별시,경기도
GGB116000026,구로구청,37.4948,126.8876,2.0221E+13,17112,11,서울특별시,경기도
GGB116000027,고대구로병원후문,37.49315,126.88435,2.0221E+13,17113,11,서울특별시,경기도
GGB116000036,구로E마트,37.4841167,126.8966167,2.0221E+13,17122,11,서울특별시,경기도
GGB116000037,구로E마트,37.4836833,126.8975667,2.0221E+13,17123,11,서울특별시,경기도
GGB116000038,디지털산업1단지,37.4841333,126.8951667,2.0221E+13,17124,11,서울특별시,경기도
GGB116000039,디지털산업1단지,37.48415,126.8949167,2.0221E+13,17125,11,서울특별시,경기도
GGB116000040,만민중앙교회,37.4814667,126.8926,2.0221E+13,17126,11,서울특별시,경기도
GGB116000041,만민중앙교회,37.4817333,126.8926333,2.0221E+13,17127,11,서울특별시,경기도
GGB116000042,디지털단지오거리,37.4800667,126.8908833,2.0221E+13,17128,11,서울특별시,경기도
GGB116000043,디지털단지오거리,37.4802,126.8907333,2.0221E+13,17129,11,서울특별시,경기도
GGB116000044,퀸즈빌,37.4873333,126.83285,2.0221E+13,17130,11,서울특별시,경기도
GGB116000045,가리봉시장,37.4829333,126.8871833,2.0221E+13,17131,11,서울특별시,경기도
GGB116000046,가리봉시장,37.4824667,126.887,2.0221E+13,17132,11,서울특별시,경기도
GGB116000047,남구로역,37.4843167,126.8862167,2.0221E+13,17133,11,서울특별시,경기도
GGB116000048,구로4동자치회관,37.48615,126.88565,2.0221E+13,17134,11,서울특별시,경기도
GGB116000049,구로시장,37.48785,126.8849333,2.0221E+13,17135,11,서울특별시,경기도
GGB116000050,구로시장,37.4882167,126.8845333,2.0221E+13,17136,11,서울특별시,경기도
GGB116000051,구로4동우체국.고대구로병원정문,37.4903,126.88425,2.0221E+13,17137,11,서울특별시,경기도
GGB116000052,구로4동우체국.고대구로병원정문,37.48995,126.8840833,2.0221E+13,17138,11,서울특별시,경기도
GGB116000053,구로119안전센터,37.4938333,126.8832333,2.0221E+13,17139,11,서울특별시,경기도
GGB116000054,구로119안전센터,37.4938833,126.8829667,2.0221E+13,17140,11,서울특별시,경기도
GGB116000055,우리유앤미아파트,37.4968333,126.8824167,2.0221E+13,17141,11,서울특별시,경기도
GGB116000056,구로변전소.구로초등학교,37.4978333,126.8840833,2.0221E+13,17142,11,서울특별시,경기도
GGB116000057,쌍용구로정비사업소,37.4996167,126.8823667,2.0221E+13,17143,11,서울특별시,경기도
GGB116000058,구로역.AK플라자,37.5000833,126.88285,2.0221E+13,17144,11,서울특별시,경기도
GGB116000059,구로역.AK플라자,37.5005833,126.8829167,2.0221E+13,17145,11,서울특별시,경기도
GGB116000060,구로기계공구상가,37.5036167,126.8793167,2.0221E+13,17146,11,서울특별시,경기도
GGB116000061,구로기계공구상가,37.5034667,126.8790167,2.0221E+13,17147,11,서울특별시,경기도
GGB116000062,기업은행구로중앙지점,37.5052,126.8774,2.0221E+13,17148,11,서울특별시,경기도
GGB116000063,기업은행구로중앙지점,37.5049333,126.8772833,2.0221E+13,17149,11,서울특별시,경기도
GGB116000066,신도림중학교,37.5064667,126.8849167,2.0221E+13,17152,11,서울특별시,경기도
GGB116000067,신도림중학교,37.5068333,126.8848,2.0221E+13,17153,11,서울특별시,경기도
GGB116000068,구로역,37.5046,126.88235,2.0221E+13,17154,11,서울특별시,경기도
GGB116000069,구로역,37.5048833,126.88215,2.0221E+13,17155,11,서울특별시,경기도
GGB116000078,개봉사거리,37.4972333,126.85705,2.0221E+13,17164,11,서울특별시,경기도
GGB116000080,경인중학교,37.49665,126.8562833,2.0221E+13,17166,11,서울특별시,경기도
GGB116000083,오류1동주민센터.오류문화센터,37.4969667,126.84625,2.0221E+13,17169,11,서울특별시,경기도
GGB116000084,오류1동주민센터.오류문화센터,37.4965333,126.8446167,2.0221E+13,17170,11,서울특별시,경기도
GGB116000085,오류동역,37.4956667,126.8433667,2.0221E+13,17171,11,서울특별시,경기도
GGB116000086,오류동역,37.4956333,126.8425167,2.0221E+13,17172,11,서울특별시,경기도
GGB116000087,씨티월드,37.4944833,126.8406667,2.0221E+13,17173,11,서울특별시,경기도
GGB116000088,오류지구대.신오류주유소,37.4943,126.8395,2.0221E+13,17174,11,서울특별시,경기도
GGB116000089,서울가든빌라앞,37.4911833,126.8312333,2.0221E+13,17175,11,서울특별시,경기도
GGB116000090,서울가든빌라앞,37.4915833,126.8316167,2.0221E+13,17176,11,서울특별시,경기도
GGB116000091,성공회대학교유한공고앞,37.48945,126.8250833,2.0221E+13,17177,11,서울특별시,경기도
GGB116000093,연세중앙교회,37.49315,126.8354333,2.0221E+13,17179,11,서울특별시,경기도
GGB116000094,구로청소년문화의집,37.4933167,126.8334167,2.0221E+13,17180,11,서울특별시,경기도
GGB116000095,구로청소년문화의집,37.4931333,126.8334,2.0221E+13,17181,11,서울특별시,경기도
GGB116000096,우신고등학교,37.4933167,126.8307833,2.0221E+13,17182,11,서울특별시,경기도
GGB116000097,우신고등학교,37.4931167,126.8304333,2.0221E+13,17183,11,서울특별시,경기도
GGB116000098,온수역,37.4928167,126.8238,2.0221E+13,17184,11,서울특별시,경기도
GGB116000099,온수역,37.4928167,126.8245333,2.0221E+13,17185,11,서울특별시,경기도
GGB116000100,온수동새마을금고,37.4959,126.8247,2.0221E+13,17186,11,서울특별시,경기도
GGB116000101,정진학교.온수힐스테이트아파트,37.497,126.8224,2.0221E+13,17187,11,서울특별시,경기도
GGB116000102,수궁동주민센터,37.4942167,126.8311833,2.0221E+13,17188,11,서울특별시,경기도
GGB116000103,수궁동주민센터,37.4941167,126.83085,2.0221E+13,17189,11,서울특별시,경기도
GGB116000104,수궁119안전센터,37.4972167,126.8294167,2.0221E+13,17190,11,서울특별시,경기도
GGB116000105,수궁119안전센터,37.49705,126.82925,2.0221E+13,17191,11,서울특별시,경기도
GGB116000106,예림디자인고.오류고.서울공연예술고,37.4986667,126.8292333,2.0221E+13,17192,11,서울특별시,경기도
GGB116000107,예림디자인고.오류고.서울공연예술고,37.4985,126.8290167,2.0221E+13,17193,11,서울특별시,경기도
GGB116000108,서서울생활과학고.궁동도서관,37.5028833,126.82895,2.0221E+13,17194,11,서울특별시,경기도
GGB116000111,구로우체국.이펜하우스5단지후문,37.4819667,126.8422667,2.0221E+13,17201,11,서울특별시,경기도
GGB116000117,대원주유소,37.4869667,126.8565167,2.0221E+13,17207,11,서울특별시,경기도
GGB116000118,대원주유소,37.48745,126.8562,2.0221E+13,17208,11,서울특별시,경기도
GGB116000119,현대아파트.개봉중앙시장,37.4906167,126.8561667,2.0221E+13,17209,11,서울특별시,경기도
GGB116000120,현대아파트.개봉중앙시장,37.4906167,126.8558833,2.0221E+13,17210,11,서울특별시,경기도
GGB116000122,덕의초등학교,37.50625,126.85835,2.0221E+13,17212,11,서울특별시,경기도
GGB116000124,고척근린공원.고척도서관,37.5047,126.8545667,2.0221E+13,17214,11,서울특별시,경기도
GGB116000125,세곡초등학교,37.5027167,126.84985,2.0221E+13,17215,11,서울특별시,경기도
GGB116000126,세곡초등학교,37.5031833,126.8505333,2.0221E+13,17216,11,서울특별시,경기도
GGB116000127,개봉푸르지오아파트,37.5021833,126.8478333,2.0221E+13,17217,11,서울특별시,경기도
GGB116000128,개봉푸르지오아파트,37.5020333,126.8480667,2.0221E+13,17218,11,서울특별시,경기도
GGB116000129,고척근린시장,37.5011667,126.8508167,2.0221E+13,17219,11,서울특별시,경기도
GGB116000130,용두연립,37.49905,126.8518,2.0221E+13,17220,11,서울특별시,경기도
GGB116000133,고척파크푸르지오아파트,37.50725,126.8594667,2.0221E+13,17223,11,서울특별시,경기도
GGB116000134,고척시장,37.50375,126.8620167,2.0221E+13,17225,11,서울특별시,경기도
GGB116000135,고척시장,37.5034333,126.86185,2.0221E+13,17226,11,서울특별시,경기도
GGB116000136,고척중학교,37.5004833,126.8639167,2.0221E+13,17227,11,서울특별시,경기도
GGB116000137,고척중학교,37.5008167,126.8633167,2.0221E+13,17228,11,서울특별시,경기도
GGB116000138,구로디지털단지역,37.4835333,126.90165,2.0221E+13,17229,11,서울특별시,경기도
GGB116000139,삼부르네상스.효성아파트,37.4786667,126.8948333,2.0221E+13,17230,11,서울특별시,경기도
GGB116000140,구일우성아파트,37.48945,126.8756833,2.0221E+13,17231,11,서울특별시,경기도
GGB116000142,개봉역,37.4940333,126.8567333,2.0221E+13,17233,11,서울특별시,경기도
GGB116000143,개봉역,37.4934667,126.8575833,2.0221E+13,17234,11,서울특별시,경기도
GGB116000144,개봉1동사거리.개봉푸르지오아파트,37.5007333,126.8470833,2.0221E+13,17235,11,서울특별시,경기도
GGB116000145,개봉1동사거리,37.5005333,126.8469167,2.0221E+13,17236,11,서울특별시,경기도
GGB116000147,구일우성아파트,37.48875,126.8762667,2.0221E+13,17238,11,서울특별시,경기도
GGB116000148,디지털단지입구,37.4864667,126.8766167,2.0221E+13,17239,11,서울특별시,경기도
GGB116000151,구일우성아파트,37.48965,126.8760167,2.0221E+13,17242,11,서울특별시,경기도
GGB116000156,연세중앙교회,37.49335,126.8359833,2.0221E+13,17248,11,서울특별시,경기도
GGB116000177,서서울생활과학고.궁동도서관,37.5022833,126.8290833,2.0221E+13,17195,11,서울특별시,경기도
GGB116000194,온수동종점,37.4916,126.82125,2.0221E+13,17289,11,서울특별시,경기도
GGB116000195,온수동종점,37.4919833,126.8214,2.0221E+13,17290,11,서울특별시,경기도
GGB116000198,구로구청,37.4959667,126.8884833,2.0221E+13,17293,11,서울특별시,경기도
GGB116000202,우신고등학교후문,37.4959,126.82495,2.0221E+13,17298,11,서울특별시,경기도
GGB116000296,푸른수목원후문.저수지앞,37.4840333,126.8221,2.0221E+13,17365,11,서울특별시,경기도
GGB116000297,푸른수목원후문.저수지앞,37.48405,126.8221667,2.0221E+13,17369,11,서울특별시,경기도
GGB116000304,매화빌라,37.4767,126.82335,2.0221E+13,17768,11,서울특별시,경기도
GGB116000305,매화빌라,37.4766833,126.82325,2.0221E+13,17769,11,서울특별시,경기도
GGB116000439,베스트웨스턴구로호텔코오롱싸이언스밸리,37.4832167,126.8994833,2.0221E+13,17727,11,서울특별시,경기도
GGB116000440,코오롱싸이언스밸리.베스트웨스턴구로호텔,37.4835833,126.8992,2.0221E+13,17726,11,서울특별시,경기도
GGB116000441,디지털1단지,37.4837667,126.89495,2.0221E+13,17725,11,서울특별시,경기도
GGB116000444,디지털단지오거리,37.4802333,126.8911333,2.0221E+13,17723,11,서울특별시,경기도
GGB116000449,유한공고.성공회대학교,37.4895167,126.82465,2.0221E+13,17999,11,서울특별시,경기도
GGB116000451,궁동사거리,37.5062333,126.8279333,2.0221E+13,17997,11,서울특별시,경기도
GGB116000453,궁동삼거리,37.5064667,126.8285833,2.0221E+13,17241,11,서울특별시,경기도
GGB116000458,온수남부,37.4918833,126.8245833,2.0221E+13,17990,11,서울특별시,경기도
GGB116000459,온수남부역,37.4920333,126.8238333,2.0221E+13,17989,11,서울특별시,경기도
GGB116000563,구로역.나인스애비뉴,37.4999,126.8835167,2.0221E+13,17310,11,서울특별시,경기도
GGB116000565,천왕역1번출구,37.4858333,126.8391,2.0221E+13,17600,11,서울특별시,경기도
GGB116000568,천왕이펜하우스2단지,37.4857,126.8379833,2.0221E+13,17700,11,서울특별시,경기도
GGB116000572,남부교도소,37.4766167,126.8414167,2.0221E+13,17653,11,서울특별시,경기도
GGB116000573,남부교도소,37.47595,126.8402167,2.0221E+13,17652,11,서울특별시,경기도
GGB116000579,구로우체국.이펜하우스3단지후문,37.4819,126.8420833,2.0221E+13,17701,11,서울특별시,경기도
GGB116000580,천왕이펜하우스6단지후문,37.4781833,126.8427,2.0221E+13,17648,11,서울특별시,경기도
GGB116000581,천왕이펜하우스6단지후문,37.4780333,126.84285,2.0221E+13,17647,11,서울특별시,경기도
GGB116000583,연지마을,37.4828333,126.8422667,2.0221E+13,17410,11,서울특별시,경기도
GGB116000592,동삼빌라,37.4873167,126.8239333,2.0221E+13,17697,11,서울특별시,경기도
GGB116000594,천왕이펜하우스5단지,37.47965,126.84075,2.0221E+13,17986,11,서울특별시,경기도
GGB116000595,천왕이펜하우스3단지,37.4812167,126.8387833,2.0221E+13,17987,11,서울특별시,경기도
GGB116000597,연지타운2단지,37.4838,126.8412667,2.0221E+13,17399,11,서울특별시,경기도
GGB116000598,연지타운2단지,37.48375,126.8408,2.0221E+13,17397,11,서울특별시,경기도
GGB116000603,롯데시티호텔구로,37.4852833,126.8974667,2.0221E+13,17751,11,서울특별시,경기도
GGB116000604,롯데시티호텔구로,37.4855167,126.8967667,2.0221E+13,17752,11,서울특별시,경기도
GGB116000606,오남중학교,37.4880667,126.8370833,2.0221E+13,17197,11,서울특별시,경기도
GGB116000609,개봉역,37.4935167,126.8570167,2.0221E+13,17243,11,서울특별시,경기도
GGB116000612,개봉고가,37.4936333,126.8557,2.0221E+13,17246,11,서울특별시,경기도
GGB116000619,두암빌라,37.4951667,126.8256333,2.0221E+13,17150,11,서울특별시,경기도
GGB116000620,경북슈퍼마켓,37.4882,126.85685,2.0221E+13,17515,11,서울특별시,경기도
GGB116000621,쌍용구로정비사업소,37.4987667,126.8826167,2.0221E+13,17222,11,서울특별시,경기도
GGB116000622,우리유엔미아파트,37.4971,126.88265,2.0221E+13,17221,11,서울특별시,경기도
GGB116000624,원각사입구,37.5005333,126.8295333,2.0221E+13,0,11,서울특별시,경기도
GGB116000627,항동우남퍼스트빌,37.4768,126.8188333,2.0221E+13,17160,11,서울특별시,경기도
GGB116000628,푸른수목원,37.4814167,126.8243333,2.0221E+13,17361,11,서울특별시,경기도
GGB116000629,항동복합행정센터,37.47955,126.82195,2.0221E+13,17362,11,서울특별시,경기도
GGB116000630,푸른수목원,37.4812167,126.82455,2.0221E+13,17363,11,서울특별시,경기도
GGB116000631,항동복합행정센터,37.4793667,126.8221833,2.0221E+13,17364,11,서울특별시,경기도
GGB116000633,항동하버라인3단지,37.4788,126.8229,2.0221E+13,17359,11,서울특별시,경기도
GGB116000634,항동하버라인3단지,37.4790167,126.8230667,2.0221E+13,17360,11,서울특별시,경기도
GGB116000635,디지털단지오거리,37.4797,126.8894833,2.0221E+13,17389,11,서울특별시,경기도
GGB116000636,디지털단지오거리.가산파출소,37.4796167,126.8887167,2.0221E+13,0,11,서울특별시,경기도
GGB116000637,항동하버라인2단지,37.4813,126.8217,2.0221E+13,17371,11,서울특별시,경기도
GGB116000638,항동중흥S클래스,37.4810667,126.8215833,2.0221E+13,17370,11,서울특별시,경기도
GGB116000640,별장쉐르빌앞,37.4872167,126.8332833,2.0221E+13,17804,11,서울특별시,경기도
GGB116000645,구로SKV1지식산업센터,37.4775333,126.8173667,2.0221E+13,17161,11,서울특별시,경기도
GGB116000648,가리봉파출소,37.4792,126.8919,2.0221E+13,17249,11,서울특별시,경기도
GGB116000649,구로SKV1.제일풍경채포레스트,37.47755,126.81695,2.0221E+13,17162,11,서울특별시,경기도
GGB116506850,수궁동양지연립,37.4953833,126.8172833,2.0221E+13,85181,11,서울특별시,경기도
GGB116506860,수궁동양지연립,37.4954167,126.8172167,2.0221E+13,85182,11,서울특별시,경기도
GGB116506870,수궁동.샘마트앞,37.4928833,126.8191833,2.0221E+13,85183,11,서울특별시,경기도
GGB116506880,수궁동.샘마트앞,37.49305,126.8191833,2.0221E+13,85184,11,서울특별시,경기도
GGB116506900,온수역환승센터,37.49205,126.8215833,2.0221E+13,85186,11,서울특별시,경기도
GGB116900006,유한공고.성공회대앞,37.4889333,126.8245667,2.0221E+13,17682,11,서울특별시,경기도
GGB116900018,현대2차APT,37.4919333,126.8605167,2.0221E+13,17591,11,서울특별시,경기도
GGB116900027,현대IPARK정문,37.4911,126.8609,2.0221E+13,17580,11,서울특별시,경기도
GGB116900033,현대IPARK후문,37.4889667,126.8600833,2.0221E+13,17570,11,서울특별시,경기도
GGB116900041,철산교앞,37.48815,126.8594,2.0221E+13,17560,11,서울특별시,경기도
GGB116900068,구로2동지하차도입구,37.4902,126.8812,2.0221E+13,17526,11,서울특별시,경기도
GGB116900082,구로고대병원정문,37.4924,126.8835,2.0221E+13,17507,11,서울특별시,경기도
GGB116900094,2.7호선대림역,37.4944,126.8940833,2.0221E+13,17474,11,서울특별시,경기도
