SAFETY_SORT,SAFETY_GUBUN,SAFETY_CODE,SAFETY_NM,SAFETY_ADDR,SAFETY_EMD,SAFETY_LON,SAFETY_LAT,SAFETY_X,SAFETY_Y
health,병의원,의원,조은영소아청소년과의원,"서울특별시 마포구 토정로31길 24 (용강동, e편한세상마포3차 A상가 B116호, 117호 일부)",,126.9436542,37.54221725,14131302.94,4514956.789
health,병의원,의원,조지연산부인과의원,"서울특별시 마포구 월드컵북로 396, 지하1층 1014,1015호 (상암동, 누리꿈스퀘어)",,126.8904186,37.57940481,14125376.79,4520179.023
health,병의원,의원,조환석내과의원,"서울특별시 마포구 월드컵북로 224, 201,202,301호 (성산동)",,126.9046988,37.5698024,14126966.45,4518830.31
health,병의원,의원,주정신건강의학과의원,"서울특별시 마포구 서강로 144, 403호 (노고산동, 동인빌딩)",,126.9366283,37.55448529,14130520.82,4516679.297
health,병의원,의원,홍익한사랑의원,"서울특별시 마포구 독막로 63, 2층 (상수동)",,126.920539,37.54796678,14128729.77,4515764.023
health,병의원,의원,화인의원,"서울특별시 마포구 마포대로 52, 3층 (도화동, 고려아카데미텔)",,126.9476611,37.54033781,14131748.99,4514692.929
health,병의원,의원,황호성형외과의원,"서울특별시 마포구 신촌로 154, 3층 (노고산동)",,126.9426566,37.55635884,14131191.9,4516942.38
health,병의원,치과병원,네모치과병원,"서울특별시 마포구 양화로 178, 3층 (동교동)",,126.9251462,37.55752396,14129242.64,4517105.988
health,병의원,치과병원,신촌다인치과병원,"서울특별시 마포구 신촌로 94, 10층,11층 (노고산동, 그랜드플라자)",,126.9359986,37.55499311,14130450.73,4516750.604
health,병의원,치과병원,한그루치과병원,"서울특별시 마포구 마포대로 78, 자람빌딩 3층 (도화동)",,126.9497737,37.54188124,14131984.17,4514909.614
health,병의원,치과의원,가든치과의원,"서울특별시 마포구 마포대로 52, 204호 (도화동, 고려아카데미텔)",,126.9476611,37.54033781,14131748.99,4514692.929
health,병의원,치과의원,같은생각치과의원,"서울특별시 마포구 매봉산로 75, 205호 (상암동, 디디엠씨)",,126.8929006,37.57845264,14125653.08,4520045.278
health,병의원,치과의원,건강한e-치과의원,"서울특별시 마포구 망원로 80, 2층 (망원동)",,126.9056835,37.55734422,14127076.06,4517080.748
health,병의원,치과의원,경성길치과의원,"서울특별시 마포구 동교로 207, 6층 (동교동)",,126.9232574,37.55856066,14129032.38,4517251.566
health,병의원,치과의원,고운미소치과의원,"서울특별시 마포구 신촌로 88, 6층 (노고산동, 태영빌딩)",,126.9353329,37.5553099,14130376.62,4516795.087
health,병의원,치과의원,고은이(e)플란트치과의원,"서울특별시 마포구 백범로 202, 2층 206~207호 (신공덕동, 마포KCC웰츠타워2층)",,126.9526258,37.54284517,14132301.66,4515044.946
health,병의원,치과의원,그린서울치과의원,"서울특별시 마포구 백범로 90, 4층 (대흥동)",,126.9415315,37.54784206,14131066.65,4515746.511
health,병의원,치과의원,기세호치과의원,"서울특별시 마포구 연희로 39, 2층 (연남동)",,126.9272409,37.56240145,14129475.82,4517790.924
health,병의원,치과의원,김엔드장치과의원,서울특별시 마포구 양화로 156  (동교동),,126.9233504,37.55616769,14129042.74,4516915.538
health,병의원,치과의원,김치과,"서울특별시 마포구 마포대로 68, 5층 505호 (도화동, 마포아크로타워)",,126.9489594,37.54133308,14131893.52,4514832.657
health,병의원,의원,연세피부과의원,"서울특별시 마포구 양화로 156, 302호 (동교동, 엘지팰리스빌딩)",,126.9234501,37.55608847,14129053.83,4516904.414
health,병의원,의원,열린성모이비인후과의원,"서울특별시 마포구 월드컵로 75, 2층 (망원동)",,126.9101537,37.5556322,14127573.69,4516840.344
health,병의원,의원,염문선내과의원,"서울특별시 마포구 마포대로24길 56, 3층, 4층 (아현동, 보령빌딩)",,126.9620492,37.55144416,14133350.66,4516252.276
health,병의원,의원,예담정형외과의원,"서울특별시 마포구 독막로 22, 3,5층 (합정동, 청명빌딩)",,126.9379601,37.54790871,14130669.08,4515755.869
health,병의원,의원,온앤업의원,"서울특별시 마포구 토정로 222, 한국출판콘텐츠센터 2층 202호 (신수동)",,126.9352956,37.54449763,14130372.47,4515276.947
health,병의원,의원,옵티마성형외과의원,"서울특별시 마포구 마포대로4다길 31, 아리수 빌딩 2(일부),5층 (마포동)",,126.944261,37.53565105,14131370.5,4514034.971
health,병의원,의원,와이디의원,서울특별시 마포구 새창로 11 (도화동),,126.9513258,37.54246934,14132156.94,4514992.181
health,병의원,의원,우리가정의학과의원,서울특별시 마포구 월드컵로25길 58  (망원동),,126.9043653,37.55793061,14126929.33,4517163.091
health,병의원,의원,우리들가정의학과의원,서울특별시 마포구 토정로 219 (신수동),,126.9353101,37.54500607,14130374.08,4515348.332
health,병의원,의원,우성마취통증의학과의원,"서울특별시 마포구 굴레방로9길 2, 3층 (아현동)",,126.9555673,37.55692663,14132629.1,4517022.109
health,병의원,의원,움튼산부인과의원,"서울특별시 마포구 양화로 133, 2층 202호 (서교동, 서교타워)",,126.9209826,37.5552327,14128779.15,4516784.246
health,병의원,의원,유앤미의원,"서울특별시 마포구 양화로 165, 상진빌딩 14층 (동교동)",,126.9236191,37.55720834,14129072.65,4517061.667
health,병의원,의원,유정신건강의학과의원,"서울특별시 마포구 월드컵로 82-1, 4층 (서교동)",,126.9102253,37.55637468,14127581.65,4516944.603
health,병의원,의원,윤병철정형외과의원,"서울특별시 마포구 월드컵로 159, 2, 4층 (망원동)",,126.9046456,37.5617871,14126960.53,4517704.649
health,병의원,의원,윤정섭성형외과의원,"서울특별시 마포구 신촌로 174, 4층 (대흥동, 중우빌딩)",,126.9450614,37.55649001,14131459.59,4516960.798
health,병의원,의원,윤홍균정신건강의학과의원,"서울특별시 마포구 백범로 178, A-202호 (공덕동, 마포신영지웰)",,126.9502125,37.54400102,14132033.02,4515207.223
health,병의원,의원,이가인의원,"서울특별시 마포구 월드컵로 75, 6층 (망원동, 대흥빌딩)",,126.9101537,37.5556322,14127573.69,4516840.344
health,병의원,의원,차이의원,"서울특별시 마포구 월드컵로3길 14, 303~305호 (합정동, 마포한강2차푸르지오)",,126.9116485,37.55100941,14127740.09,4516191.233
health,병의원,의원,참본정형외과의원마포점,"서울특별시 마포구 창전로 60, 서강빌딩 2층 (구수동)",,126.9328951,37.54779782,14130105.24,4515740.3
health,병의원,의원,채비뇨기과의원,"서울특별시 마포구 신촌로 266-1, 4층 (아현동)",,126.9552774,37.55710312,14132596.84,4517046.892
health,병의원,의원,채움마취통증의학과의원,"서울특별시 마포구 마포대로 44, 4층 (도화동, 진도빌딩)",,126.9471001,37.53997355,14131686.54,4514641.791
health,병의원,의원,채종찬내과의원,서울특별시 마포구 대흥로 186-2 (대흥동),,126.9460931,37.55573337,14131574.44,4516854.55
health,병의원,의원,청감송명근의원,"서울특별시 마포구 신촌로 120, 6층 (노고산동)",,126.9391716,37.55547052,14130803.94,4516817.641
health,병의원,의원,케이트의원,"서울특별시 마포구 양화로 148, 스칼렛빌딩 7층 (동교동)",,126.9226572,37.55561222,14128965.57,4516837.539
health,병의원,의원,코넬비뇨기과의원,"서울특별시 마포구 만리재로 15, 제일빌딩 2층 205호 (공덕동)",,126.95428,37.54473023,14132485.8,4515309.603
health,병의원,의원,클린앤미피부과의원,"서울특별시 마포구 월드컵북로 347, 6층 (상암동, 상암메디칼빌딩)",,126.893216,37.5763446,14125688.19,4519749.181
health,병의원,의원,타임리스피부과의원,"서울특별시 마포구 신촌로 270, 7층 (아현동, 수창빌딩)",,126.955712,37.5571213,14132645.21,4517049.445
health,병의원,의원,톡스앤필의원홍대신촌점,"서울특별시 마포구 양화로 141, 롯데호텔 L7홍대, 3층일부 (동교동)",,126.9216701,37.55575213,14128855.69,4516857.184
health,병의원,의원,튼튼사랑소아청소년과의원,"서울특별시 마포구 백범로37길 26, 3층 (신공덕동)",,126.9549468,37.54421922,14132560.03,4515237.858
health,병의원,의원,퍼스트피부과의원,"서울특별시 마포구 백범로31길 7, 106,107호 (공덕동, 공덕SK리더스뷰)",,126.9487024,37.54526277,14131864.91,4515384.371
health,병의원,의원,포도나무정형외과의원,"서울특별시 마포구 대흥로 34, 2~4층 (용강동)",,126.93857,37.5438185,14130736.97,4515181.597
health,병의원,의원,포에버(FOREVER)의원,서울특별시 마포구 마포대로 92 (도화동),,126.9513346,37.54284416,14132157.92,4515044.803
health,병의원,의원,표진인정신과의원,서울특별시 마포구 백범로 199,,126.9528472,37.54343992,14132326.3,4515128.446
health,병의원,의원,푸른성모이비인후과의원,"서울특별시 마포구 마포대로 195 (아현동, 마포래미안푸르지오상가 4-206, 207)",,126.9536022,37.55179061,14132410.35,4516300.923
health,병의원,의원,지엠비뇨기과의원,"서울특별시 마포구 월드컵로14길 5, 3층 (서교동)",,126.9107792,37.55603256,14127643.32,4516896.563
health,병의원,치과의원,김훈재치과의원,"서울특별시 마포구 양화로 127, 5층 (서교동)",,126.9220465,37.55512528,14128897.59,4516769.163
health,병의원,치과의원,누리꿈서울치과의원,서울특별시 마포구 월드컵북로 396 (상암동),,126.8903226,37.57944191,14125366.1,4520184.234
health,병의원,치과의원,늘봄서울치과의원,서울특별시 마포구 월드컵북로38길 14  (중동),,126.9037481,37.57050404,14126860.62,4518928.853
health,병의원,치과의원,더바른이치과교정과치과의원,"서울특별시 마포구 신촌로 176 (대흥동, 중앙빌딩 7층)",,126.9451286,37.55647219,14131467.07,4516958.296
health,병의원,치과의원,덴티엔치과교정과치과의원,"서울특별시 마포구 상암산로 76, YTN 뉴스퀘어 지하1층 (상암동)",,126.8923153,37.57919453,14125587.93,4520149.486
health,병의원,치과의원,동교치과의원,서울특별시 마포구 신촌로 14  (동교동),,126.9279117,37.55801225,14129550.5,4517174.555
health,병의원,치과의원,디엠씨서울치과의원,"서울특별시 마포구 월드컵북로 361, 301호,306호 (상암동, DMC이안상암2단지)",,126.8911011,37.57725029,14125452.76,4519876.393
health,병의원,치과의원,디자인스타치과의원,"서울특별시 마포구 마포대로 92, B동 5층 1호 (도화동)",,126.9511909,37.54301395,14132141.92,4515068.642
health,병의원,치과의원,딜라이트치과의원,"서울특별시 마포구 월드컵로3길 14, 306~307호 (합정동, 마포한강2차푸르지오)",,126.9122385,37.55094488,14127805.76,4516182.172
health,병의원,치과의원,라이크치과의원,"서울특별시 마포구 신촌로 104, 3층 (노고산동)",,126.9375425,37.55470923,14130622.59,4516710.741
health,병의원,치과의원,로스윌최병택치과의원,"서울특별시 마포구 마포대로 68, 406-1호 (도화동, 마포아크로타워)",,126.9489742,37.54133354,14131895.17,4514832.721
health,병의원,치과의원,리틀스마일소아치과의원,"서울특별시 마포구 마포대로 173-14, 마포 센텀 슬로우스퀘어 2층 208,209호 (아현동)",,126.9536258,37.55099813,14132412.98,4516189.649
health,병의원,치과의원,마인치과의원,"서울특별시 마포구 신촌로4길 8, 2층 (동교동)",,126.9285402,37.55771706,14129620.46,4517133.103
health,병의원,치과의원,마포리빙웰치과의원,서울특별시 마포구 마포대로 33,,126.9456258,37.54015711,14131522.43,4514667.56
health,병의원,치과의원,마포사과나무치과의원,"서울특별시 마포구 월드컵로 74, 4층 (서교동, 원천빌딩)",,126.9107285,37.5557804,14127637.67,4516861.155
health,병의원,치과의원,마포올치과의원,"서울특별시 마포구 삼개로 24, A동 4층 (도화동, 용현빌딩)",,126.9472463,37.53808512,14131702.81,4514376.677
health,병의원,치과의원,메이트치과의원,서울특별시 마포구 토정로 295 3층 (용강동),,126.9422351,37.541197,14131144.97,4514813.552
health,병의원,치과의원,모던치과의원,서울특별시 마포구 동교로 203,,126.923072,37.55831547,14129011.74,4517217.135
health,병의원,의원,이브산부인과의원,"서울특별시 마포구 서강로 144, 4층 5호 (노고산동)",,126.9366082,37.55448461,14130518.59,4516679.2
health,병의원,의원,이승호이비인후과의원,"서울특별시 마포구 월드컵로 111, 2층 (망원동, 풍성빌딩)",,126.9078295,37.55821065,14127314.96,4517202.416
health,병의원,의원,이에스(ES)해바라기의원,"서울특별시 마포구 마포대로 68, 3,5층 306,307,506A,507A,507B호 (도화동, 마포아크로타워)",,126.9489613,37.54133155,14131893.73,4514832.442
health,병의원,의원,이종범정형외과의원,"서울특별시 마포구 삼개로 24, 2층 (도화동, 용현빌딩)",,126.9472463,37.53808512,14131702.81,4514376.677
health,병의원,의원,이종훈외과의원,"서울특별시 마포구 신촌로 170, 상가301호 (대흥동, 이대역 푸르지오 시티)",,126.9447716,37.55650429,14131427.34,4516962.803
health,병의원,의원,이지함피부과의원,"서울특별시 마포구 신촌로 170, 201~203호 (대흥동, 이대역푸르지오시티)",,126.9441244,37.55635621,14131355.28,4516942.01
health,병의원,의원,임선영산부인과의원,"서울특별시 마포구 양화로 157, 201-B호 (동교동, 파라다이스텔)",,126.9229503,37.5566864,14128998.2,4516988.376
health,병의원,의원,재단법인한국산업보건연구재단서울디엠씨건강의원,"서울특별시 마포구 성암로 179, 한샘상암 15층 (상암동)",,126.8987633,37.57615127,14126305.72,4519722.025
health,병의원,의원,정다운소아청소년과의원,"서울특별시 마포구 대흥로24길 24, 마포프레스티지자이 상가A동 2층 202호 (염리동)",,126.9476615,37.55397398,14131749.04,4516607.499
health,병의원,의원,푸른이비인후과의원,"서울특별시 마포구 독막로 2, 2층 (합정동)",,126.9136219,37.54852045,14127959.77,4515841.761
health,병의원,의원,풀페이스의원,"서울특별시 마포구 양화로 164, 유림빌딩 10층 (동교동)",,126.924055,37.55653936,14129121.18,4516967.728
health,병의원,의원,프라나이비인후과의원,"서울특별시 마포구 대흥로24길 24, 지2층 213~215호 (염리동)",,126.9476615,37.55397398,14131749.04,4516607.499
health,병의원,의원,프렌닥터연세내과의원,"서울특별시 마포구 양화로 191, 1~2층 (동교동)",,126.9257641,37.55867761,14129311.43,4517267.988
health,병의원,의원,프리미엘의원,"서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City 203~204호 (상암동)",,126.8889827,37.58209264,14125216.94,4520556.575
health,병의원,의원,필그린피부과의원,"서울특별시 마포구 마포대로24길 56, 2층 (아현동, 보령빌딩)",,126.9620582,37.55147299,14133351.67,4516256.325
health,병의원,의원,필라인의원,"서울특별시 마포구 서강로 132, BS타워 2,3층 (노고산동)",,126.9354699,37.55384676,14130391.88,4516589.636
health,병의원,의원,한빛가정의원,"서울특별시 마포구 신촌로34길 37, 2층 (아현동)",,126.9550429,37.55563981,14132570.73,4516841.412
health,병의원,의원,한사랑의원,"서울특별시 마포구 만리재로 133, 3층 (아현동)",,126.9621386,37.55165989,14133360.62,4516282.567
health,병의원,의원,한사랑의원,서울특별시 마포구 월드컵로 123,,126.907036,37.55916867,14127226.63,4517336.947
health,병의원,의원,한솔마취통증의학과의원,"서울특별시 마포구 월드컵로14길 5, 4층 (서교동)",,126.9107205,37.55598567,14127636.78,4516889.978
health,병의원,의원,한스비뇨기과의원,"서울특별시 마포구 만리재로 14, 3층 (공덕동, 르네상스타워)",,126.9528366,37.54399444,14132325.12,4515206.3
health,병의원,의원,해솔정신건강의학과의원,"서울특별시 마포구 백범로 13, 신촌르메이에르타운II 3층 303호 (노고산동)",,126.9374983,37.55344781,14130617.67,4516533.616
health,병의원,의원,허비뇨기과의원,"서울특별시 마포구 양화로 133, 서교타워 2층 201(일부)호 (서교동)",,126.9209827,37.55523107,14128779.17,4516784.018
health,병의원,의원,허의원,"서울특별시 마포구 신촌로 120, 2, 3층 (노고산동)",,126.9391263,37.55547409,14130798.9,4516818.143
health,병의원,의원,현대제일의원,"서울특별시 마포구 도화4길 73, 207호 (도화동, 현대홈타운상가)",,126.9521343,37.53793584,14132246.95,4514355.719
health,병의원,의원,현대중앙의원,서울특별시 마포구 효창원로 253-2 (공덕동),,126.9633979,37.54991955,14133500.81,4516038.205
health,병의원,치과의원,목적이이끄는치과의원,"서울특별시 마포구 서강로 60, 미지빌딩 6층 (창전동)",,126.9321837,37.54852542,14130026.06,4515842.459
health,병의원,치과의원,미서울치과의원,"서울특별시 마포구 월드컵로 205, 상가동 209호 (성산동, 도시개발공사성산아파트)",,126.9014994,37.56504612,14126610.29,4518162.329
health,병의원,치과의원,미소가온치과의원,"서울특별시 마포구 백범로 1, 2층 (노고산동)",,126.9371846,37.55455605,14130582.75,4516689.232
health,병의원,치과의원,미소를만드는치과의원,"서울특별시 마포구 어울마당로5길 28, 1층 (서교동)",,126.9191462,37.54964166,14128574.72,4515999.187
health,병의원,치과의원,미소치과의원,"서울특별시 마포구 망원로 68, 2층 (망원동)",,126.9043664,37.55709808,14126929.45,4517046.185
health,병의원,치과의원,미치과의원,"서울특별시 마포구 월드컵로 155, 3층 (망원동)",,126.9049314,37.56138008,14126992.34,4517647.491
health,병의원,치과의원,민치과의원,"서울특별시 마포구 월드컵로 42, 3층 (서교동, 대원빌딩)",,126.9124202,37.55302462,14127826,4516474.194
health,병의원,치과의원,바로심는치과의원,"서울특별시 마포구 서강로 133, 5층 (노고산동)",,126.9352657,37.55441247,14130369.15,4516669.072
health,병의원,치과의원,바른약속치과의원,"서울특별시 마포구 월드컵로 125, 영보빌딩 3층 (망원동)",,126.906754,37.55926239,14127195.23,4517350.107
health,병의원,치과의원,바른정치과의원,"서울특별시 마포구 월드컵북로6길 3, 3층 301호 (연남동, 이노베이스빌딩)",,126.9189426,37.55789106,14128552.06,4517157.537
health,병의원,치과의원,박병덕치과의원,서울특별시 마포구 서강로 142,,126.9363533,37.5543736,14130490.22,4516663.614
health,병의원,치과의원,박재필치과의원,"서울특별시 마포구 마포대로4길 18, 2층 (도화동)",,126.9466711,37.53870836,14131638.78,4514464.171
health,병의원,치과의원,밝은미소치과의원,"서울특별시 마포구 마포대로11길 7-18, 2층 (공덕동)",,126.9531021,37.5481432,14132354.68,4515788.793
health,병의원,치과의원,백명환치과의원,"서울특별시 마포구 굴레방로9길 2, 2층 (아현동)",,126.9555673,37.55692663,14132629.1,4517022.109
health,병의원,치과의원,부치과의원,서울특별시 마포구 백범로 127 (염리동),,126.9454569,37.54655371,14131503.62,4515565.621
health,병의원,치과의원,브라이튼치과의원,"서울특별시 마포구 마포대로 44, 3층 (도화동, 진도빌딩)",,126.947106,37.53997039,14131687.19,4514641.347
health,병의원,치과의원,사랑의두레치과의원,"서울특별시 마포구 성미산로 105, 3층 (연남동)",,126.9187344,37.56197423,14128528.89,4517730.929
health,병의원,치과의원,사랑이아프니치과의원,"서울특별시 마포구 월드컵북로 15, 아도디아빌딩 2층 (서교동)",,126.9199494,37.55620868,14128664.14,4516921.294
health,병의원,의원,홍대고운세상피부과의원,"서울특별시 마포구 월드컵로1길 14, 딜라이트스퀘어 A동 2층 202, 203호 (합정동, 마포 한강 푸르지오)",,126.9120616,37.55005106,14127786.07,4516056.67
health,병의원,의원,홍대성모정신건강의학과의원,"서울특별시 마포구 양화로 166, 미래프라자 12(일부)층 (동교동)",,126.9241665,37.5567435,14129133.59,4516996.394
health,병의원,의원,홍대예쁨주의쁨의원,"서울특별시 마포구 양화로 144, MERCURE 앰배서더 HOTEL 홍대 3층 (동교동)",,126.922394,37.55534364,14128936.27,4516799.825
health,병의원,의원,홍승현성형외과의원,"서울특별시 마포구 신촌로 180, 3층 (대흥동)",,126.9454859,37.55650795,14131506.85,4516963.317
health,병의원,의원,홍익산부인과의원,"서울특별시 마포구 독막로 64, 1층,2(일부)층 (상수동)",,126.9204294,37.54760988,14128717.57,4515713.912
health,병의원,의원,힐스의원,"서울특별시 마포구 양화로8길 5, 소천빌딩 5층 (서교동)",,126.9159451,37.5505224,14128218.38,4516122.852
health,병의원,치과의원,사랑치과의원,"서울특별시 마포구 독막로 176, 2층 (구수동)",,126.9330449,37.5472537,14130121.93,4515663.903
health,병의원,치과의원,사랑해요치과의원,"서울특별시 마포구 독막로 168, 2층 (창전동, 한도빌딩)",,126.9322347,37.54724603,14130031.73,4515662.826
health,병의원,치과의원,삼성탑치과의원,"서울특별시 마포구 만리재로 15, 3층 304호 (공덕동, 제일빌딩)",,126.9527683,37.54458547,14132317.52,4515289.279
health,병의원,치과의원,삼창치과의원,"서울특별시 마포구 마포대로 204, 205~206호 (아현동, SK허브블루)",,126.9565344,37.55202196,14132736.76,4516333.407
health,병의원,치과의원,상아치과의원,서울특별시 마포구 도화길 32  (도화동),,126.9496805,37.54097345,14131973.79,4514782.168
health,병의원,치과의원,상암지앤미치과의원,"서울특별시 마포구 매봉산로 45, 지하1층 (상암동)",,126.8909924,37.57651196,14125440.66,4519772.687
health,병의원,치과의원,새소망치과의원,"서울특별시 마포구 백범로 99, 승행빌딩 3층 (대흥동)",,126.9425364,37.54782093,14131178.51,4515743.544
health,병의원,치과의원,서강박치과의원,"서울특별시 마포구 토정로 195, 3~4층 (구수동)",,126.932377,37.54504768,14130047.57,4515354.173
health,병의원,치과의원,서강봄치과의원,"서울특별시 마포구 창전로 35, 2층 (창전동, 일성빌딩)",,126.931788,37.5457357,14129982,4515450.772
health,병의원,치과의원,서강플러스치과의원,서울특별시 마포구 독막로 86,,126.9227755,37.54750699,14128978.74,4515699.465
health,병의원,치과의원,서교치과의원,"서울특별시 마포구 월드컵북로 43, 2층 (서교동)",,126.9178028,37.55802714,14128425.18,4517176.646
health,병의원,치과의원,서교탑치과의원,"서울특별시 마포구 양화로 133, 서교타워 2층 (서교동)",,126.9209826,37.5552327,14128779.15,4516784.246
health,병의원,치과의원,서명원치과의원,"서울특별시 마포구 도화길 31-1, 3층 (도화동)",,126.9493579,37.54104133,14131937.88,4514791.697
health,병의원,치과의원,서왕연치과의원,"서울특별시 마포구 마포대로8길 9, 3층 (공덕동)",,126.9539405,37.54662267,14132448.01,4515575.303
health,병의원,치과의원,서울M치과의원,"서울특별시 마포구 마포대로7길 11, 4층 (공덕동, 용진빌딩)",,126.9520608,37.54679444,14132238.76,4515599.42
health,병의원,치과의원,서울권치과의원,"서울특별시 마포구 월드컵로13길 37, 2층 (망원동)",,126.9081396,37.55536756,14127349.47,4516803.184
health,병의원,치과의원,서울김진철치과의원,"서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City 2층 201, 202호 (상암동)",,126.8889827,37.58209264,14125216.94,4520556.575
health,병의원,치과의원,서울디엠씨치과의원,"서울특별시 마포구 성암로 179, 한샘상암 15층 2호 (상암동)",,126.8987633,37.57615127,14126305.72,4519722.025
health,병의원,치과의원,시그니처스마일치과의원,"서울특별시 마포구 마포대로 208, 효성인텔리안 204호 (아현동)",,126.956851,37.55251222,14132772,4516402.246
health,병의원,치과의원,신수치과의원,서울특별시 마포구 토정로 219 (신수동),,126.9353101,37.54500607,14130374.08,4515348.332
health,병의원,치과의원,신연세치과의원,"서울특별시 마포구 서강로 82, 7층 (창전동)",,126.9326858,37.55029544,14130081.95,4516090.984
health,병의원,치과의원,신용준치과의원,"서울특별시 마포구 망원로 79, 2층 (망원동)",,126.9056107,37.55763608,14127067.96,4517121.732
health,병의원,치과의원,신촌맑음구강내과치과의원,"서울특별시 마포구 신촌로 116, 4층 (노고산동)",,126.938576,37.55531181,14130737.64,4516795.356
health,병의원,치과의원,신촌유디치과의원,"서울특별시 마포구 신촌로 150, 201호,205호,206호,207호 (노고산동, 신촌포스빌)",,126.9421225,37.55626488,14131132.44,4516929.185
health,병의원,치과의원,신촌유앤아이치과의원,"서울특별시 마포구 신촌로 82, 3층 (노고산동)",,126.9348075,37.55561235,14130318.13,4516837.557
health,병의원,치과의원,심재창치과의원,"서울특별시 마포구 월드컵로 87, 302호 (망원동)",,126.9093346,37.55647473,14127482.51,4516958.653
health,병의원,치과의원,아크로치과의원,"서울특별시 마포구 마포대로 68, 401호,411호 (도화동, 마포아크로타워)",,126.9489878,37.54133715,14131896.68,4514833.228
health,병의원,치과의원,아프지않은행복치과의원,"서울특별시 마포구 독막로18길 5, 203~205호 (상수동, 두산위브아아파트상가)",,126.9243462,37.54754046,14129153.58,4515704.165
health,병의원,치과의원,아현연세치과의원,"서울특별시 마포구 신촌로 270, 3층 (아현동)",,126.955712,37.5571213,14132645.21,4517049.445
health,병의원,치과의원,악어새의정원치과의원,"서울특별시 마포구 월드컵북로 434, 204호 (상암동, 상암IT타워)",,126.8860489,37.58162133,14124890.35,4520490.37
health,병의원,치과의원,안치과의원,"서울특별시 마포구 신촌로 162, 302호 (대흥동, 캠프21오피스텔)",,126.9437,37.55643056,14131308.04,4516952.45
health,병의원,치과의원,앙쥬소아치과치과의원,"서울특별시 마포구 큰우물로 53, 마포 네이버타운 201호 (염리동)",,126.9446317,37.54228979,14131411.77,4514966.973
health,병의원,치과의원,야베스드림치과의원,"서울특별시 마포구 만리재로 14, 3층 (공덕동, 한국사회복지회관 르네상스타워)",,126.9528366,37.54399444,14132325.12,4515206.3
health,병의원,치과의원,양병근치과의원,"서울특별시 마포구 월드컵북로 236, 4층 (중동)",,126.9034304,37.57029872,14126825.25,4518900.017
health,병의원,치과의원,어린왕자치과의원,"서울특별시 마포구 월드컵로 240, 지하1층 1호 (성산동, 서울월드컵경기장)",,126.8978793,37.56780328,14126207.31,4518549.544
health,병의원,치과의원,에버그린치과의원,서울특별시 마포구 월드컵로 102 (성산동),,126.9088441,37.557797,14127427.9,4517144.329
health,병의원,치과의원,에이스치과의원,"서울특별시 마포구 마포대로 127, 211호 (공덕동, 풍림VIP텔)",,126.9521755,37.54618947,14132251.53,4515514.481
health,병의원,치과의원,엠와이치과의원,"서울특별시 마포구 월드컵북로 396, B1층 1067호,1068호,1069호 (상암동, 누리꿈스퀘어)",,126.890351,37.57922455,14125369.26,4520153.702
health,병의원,치과의원,연세MY바른이치과의원,"서울특별시 마포구 양화로18길 3, 4층 (동교동, 삼양세븐스프링스)",,126.9245787,37.55702485,14129179.47,4517035.902
health,병의원,치과의원,연세가은치과의원,"서울특별시 마포구 마포대로 109, 3층 (공덕동, 롯데캐슬프레지던트)",,126.950651,37.54491301,14132081.82,4515335.266
health,병의원,치과의원,연세나란이치과의원,"서울특별시 마포구 마포대로 180, 601호 (공덕동)",,126.9556356,37.55027776,14132636.71,4516088.501
health,병의원,치과의원,연세라임치과의원,"서울특별시 마포구 서강로 137, 203호 (노고산동, 까사빌)",,126.935751,37.55470844,14130423.16,4516710.63
health,병의원,치과의원,연세바른생각치과의원,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 2층 207,208호 (상암동)",,126.8889811,37.58010685,14125216.76,4520277.635
health,병의원,치과의원,연세바른치과의원,"서울특별시 마포구 월드컵북로 230, 306호 (중동)",,126.9038336,37.57014047,14126870.13,4518877.791
health,병의원,치과의원,연세봄치과의원,서울특별시 마포구 큰우물로 49 (염리동),,126.9441304,37.5426179,14131355.95,4515013.038
health,병의원,치과의원,연세수치과의원,"서울특별시 마포구 신촌로 174, 5층 (대흥동)",,126.944997,37.5564861,14131452.42,4516960.249
health,병의원,치과의원,연세스마일치과의원,"서울특별시 마포구 도화길 43, 403호,404호 (도화동, 나눔빌딩)",,126.9503136,37.54190716,14132044.26,4514913.253
health,병의원,치과의원,연세여우치과의원,"서울특별시 마포구 양화로 165, 상진빌딩 6층 (동교동)",,126.9226572,37.55561222,14128965.57,4516837.539
health,병의원,치과의원,연세우리아이치과의원,"서울특별시 마포구 삼개로 27, 3층 (도화동)",,126.9475813,37.53794111,14131740.11,4514356.459
health,병의원,치과의원,연세웨스턴치과의원,"서울특별시 마포구 마포대로 143, 213호,214호,215호 (공덕동, 파크팰리스Ⅱ )",,126.9530924,37.54745438,14132353.6,4515692.079
health,병의원,치과의원,연세이안치과의원,"서울특별시 마포구 월드컵로 80, 6층 (서교동, 서교양경회관)",,126.9104124,37.55616563,14127602.48,4516915.248
health,병의원,치과의원,연세인스타일치과의원,"서울특별시 마포구 양화로 152, 3~4층 (동교동)",,126.9228923,37.55582501,14128991.75,4516867.419
