SAFETY_SORT,SAFETY_GUBUN,SAFETY_CODE,SAFETY_NM,SAFETY_ADDR,SAFETY_EMD,SAFETY_LON,SAFETY_LAT,SAFETY_X,SAFETY_Y
health,병의원,한의원,공덕인과한의원,"서울특별시 마포구 백범로 152, 101동 1층 10,11호 (공덕동, 공덕파크자이)",,126.9484094,37.54468456,14131832.29,4515303.191
health,병의원,한의원,공덕한의원,"서울특별시 마포구 백범로 202, 211호 (신공덕동, 마포케이씨씨웰츠타워)",,126.9524707,37.54284823,14132284.39,4515045.374
health,병의원,한의원,광덕안정한의원신촌점,"서울특별시 마포구 서강로 144, 8층 (노고산동)",,126.9366283,37.55448529,14130520.82,4516679.297
health,병의원,한의원,괜찮아요한의원,"서울특별시 마포구 마포대로 63-8, 삼창프라자빌딩 2층 214~5,232~5,240호 (도화동)",,126.9478155,37.54225971,14131766.17,4514962.75
health,병의원,한의원,구침가한의원,서울특별시 마포구 신촌로 260 (아현동),,126.9545531,37.55711726,14132516.2,4517048.877
health,병의원,한의원,김나영한의원,"서울특별시 마포구 서강로 95, 207~209호 (창전동, 삼성프라자)",,126.9324471,37.55201919,14130055.38,4516333.019
health,병의원,한의원,김민석한의원,서울특별시 마포구 신촌로 180 (대흥동),,126.9454859,37.55650795,14131506.85,4516963.317
health,병의원,한의원,김희재한의원,"서울특별시 마포구 독막로22길 3, 301호 (창전동)",,126.9295144,37.54716515,14129728.91,4515651.47
health,병의원,한의원,누리꿈경희한의원,"서울특별시 마포구 월드컵북로54길 17, 303호 (상암동, 사보이시티DMC)",,126.8885491,37.58132459,14125168.67,4520448.687
health,병의원,한의원,누베베한의원,"서울특별시 마포구 양화로 125, 3층 (서교동, 경남관광빌딩)",,126.9203086,37.55474931,14128704.12,4516716.369
health,병의원,한의원,늘봄한의원,"서울특별시 마포구 망원로 86, 2층 (망원동)",,126.9062763,37.55748524,14127142.06,4517100.551
health,병의원,한의원,다현한의원,"서울특별시 마포구 독막로 174, 재성빌딩 2층 (구수동)",,126.9329285,37.5471502,14130108.96,4515649.371
health,병의원,한의원,대유한의원,"서울특별시 마포구 백범로 178, 마포신영지웰 105, 106호 (공덕동)",,126.9500756,37.54388158,14132017.78,4515190.455
health,병의원,한의원,박성호한의원,"서울특별시 마포구 월드컵로 125, 205호 (망원동, 영보빌딩)",,126.9069,37.55933074,14127211.49,4517359.706
health,병의원,한의원,발머스한의원,"서울특별시 마포구 양화로12길 24, 5층 (서교동, 선진빌딩)",,126.9185327,37.55180724,14128506.44,4516303.257
health,병의원,한의원,병인한의원,"서울특별시 마포구 백범로 199, 204호 (신공덕동, 메트로디오빌빌딩)",,126.9528517,37.54346875,14132326.8,4515132.494
health,병의원,한의원,본디올은혜한의원,"서울특별시 마포구 도화길 32, 308호 (도화동, 삼성프라자)",,126.9495934,37.54085402,14131964.09,4514765.4
health,병의원,한의원,산동한의원,서울특별시 마포구 토정로 219 (신수동),,126.9353101,37.54500607,14130374.08,4515348.332
health,병의원,한의원,산들부부한의원,"서울특별시 마포구 굴레방로 17, 3층 (아현동, 청원빌딩)",,126.9555499,37.5556436,14132627.17,4516841.945
health,병의원,한의원,삼백초한의원,"서울특별시 마포구 숭문길 58, 염리삼성래미안 2층 204, 205호 (염리동)",,126.9457833,37.54909107,14131539.95,4515921.88
health,병의원,한의원,삼성한의원,"서울특별시 마포구 도화길 29, 3층 (도화동)",,126.9491453,37.54089707,14131914.21,4514771.444
health,병의원,한의원,상암동청심연한의원,"서울특별시 마포구 월드컵북로 402, 2층 216,217호 (상암동, 케이지아이티센터)",,126.8890499,37.58018557,14125224.42,4520288.692
health,병의원,한의원,생기한의원,"서울특별시 마포구 마포대로 68, 5층 506호 (도화동, 마포아크로타워)",,126.9489594,37.54133308,14131893.52,4514832.657
health,병의원,한의원,생명마루한의원,"서울특별시 마포구 양화로 133, 403호404호 (서교동, 서교타워)",,126.9209826,37.5552327,14128779.15,4516784.246
health,병의원,한의원,생생당한의원,"서울특별시 마포구 성미산로 80, 2층 (성산동)",,126.9168664,37.56044844,14128320.94,4517516.662
health,병의원,한의원,서강약손한의원,"서울특별시 마포구 양화로 68, 3층 (서교동)",,126.916094,37.55075677,14128234.96,4516155.759
health,병의원,한의원,서림한의원,"서울특별시 마포구 독막로 168, 4층 (창전동, 한도빌딩)",,126.9322347,37.54724603,14130031.73,4515662.826
health,병의원,한의원,서상록한의원,"서울특별시 마포구 큰우물로 53, 301호 (염리동, 마포네이버타운)",,126.9446317,37.54228979,14131411.77,4514966.973
health,병의원,한의원,서울경희한의원,서울특별시 마포구 독막로 2 (합정동),,126.9136387,37.5484953,14127961.63,4515838.229
health,병의원,한의원,서울한의원,"서울특별시 마포구 만리재로 15, 206호 (공덕동, 제일빌딩)",,126.9527683,37.54458547,14132317.52,4515289.279
health,병의원,한의원,설명간편한의원,"서울특별시 마포구 양화로 105, 2층 (서교동)",,126.918577,37.55341357,14128511.37,4516528.809
health,병의원,한방병원,메디람한방병원,"서울특별시 마포구 양화로 119, 디키즈코리아 B1~6층 (서교동)",,126.9197703,37.55435971,14128644.2,4516661.663
health,병의원,한방병원,한창한방병원,"서울특별시 마포구 와우산로 48, 로하스타워 2층 (상수동)",,126.9234411,37.54855603,14129052.83,4515846.756
health,병의원,한방병원,혜당한방병원,"서울특별시 마포구 독막로 32, 지1,1,2,4,5,7층 (합정동)",,126.9167806,37.54802903,14128311.39,4515772.763
health,병의원,한의원,가족사랑한의원,"서울특별시 마포구 월드컵로 112, 2층 (성산동, 효성빌딩)",,126.9081991,37.55853191,14127356.1,4517247.528
health,병의원,한의원,건강담은한의원,"서울특별시 마포구 신촌로 60, 2층 (동교동)",,126.9325159,37.55638754,14130063.04,4516946.409
health,병의원,한의원,견우한의원,"서울특별시 마포구 만리재로 15, 208호 (공덕동, 제일빌딩)",,126.9526609,37.54445255,14132305.57,4515270.618
health,병의원,한의원,경희궁의봄한의원,"서울특별시 마포구 마포대로 68, 302, 303호 (도화동, 마포아크로타워)",,126.9489613,37.54133155,14131893.73,4514832.442
health,병의원,한의원,경희더숲한의원,"서울특별시 마포구 광성로 20, 큐브빌딩 3층 301호 (신수동)",,126.9352609,37.54982035,14130368.61,4516024.277
health,병의원,한의원,경희디엠씨한의원,"서울특별시 마포구 월드컵북로 344, 2층 (상암동)",,126.8938905,37.57650379,14125763.28,4519771.539
health,병의원,한의원,경희부부한의원,"서울특별시 마포구 망원로7길 13, 2층 (망원동)",,126.9053701,37.55812242,14127041.18,4517190.026
health,병의원,한의원,경희빛과소금한의원,"서울특별시 마포구 독막로 257, 2층 (대흥동)",,126.942189,37.54636835,14131139.84,4515539.596
health,병의원,한의원,경희샘한의원,"서울특별시 마포구 월드컵북로 185, 2층 (성산동)",,126.9079476,37.56790928,14127328.1,4518564.432
health,병의원,한의원,경희손한의원,"서울특별시 마포구 월드컵로13길 70, 2층 (망원동)",,126.9063379,37.55528325,14127148.92,4516791.345
health,병의원,한의원,경희에스한의원,"서울특별시 마포구 월드컵북로 434, 상암 IT Tower 208호 (상암동)",,126.8860489,37.58162133,14124890.35,4520490.37
health,병의원,한의원,경희웃음한의원,"서울특별시 마포구 월드컵북로44길 45, 3층 (상암동)",,126.8948775,37.57663081,14125873.14,4519789.381
health,병의원,한의원,경희은한의원,"서울특별시 마포구 동교로27길 94, 1층 (연남동)",,126.9199164,37.56165428,14128660.47,4517685.998
health,병의원,한의원,경희자연한의원,"서울특별시 마포구 월드컵북로 375, 301호 (상암동, DMC이안상암1단지)",,126.8907387,37.57734365,14125412.41,4519889.507
health,병의원,한의원,경희평강한의원,"서울특별시 마포구 마포대로11길 46, 4층 (공덕동)",,126.9517287,37.54939999,14132201.79,4515965.255
health,병의원,한의원,더편한한의원,"서울특별시 마포구 마포대로 195, 4-218호 (아현동, 마포래미안푸르지오4단지상가)",,126.9537193,37.55268084,14132423.39,4516425.923
health,병의원,한의원,동강한의원,"서울특별시 마포구 동교로 201, 3층 (동교동)",,126.9229317,37.5582433,14128996.13,4517207
health,병의원,한의원,동교한의원,"서울특별시 마포구 연희로 7 (동교동, 동교동빌딩)",,126.9263338,37.5594348,14129374.85,4517374.318
health,병의원,한의원,동의보감한의원,"서울특별시 마포구 월드컵북로 224, 2층 206호 (성산동, 청화상가)",,126.9046988,37.5698024,14126966.45,4518830.31
health,병의원,한의원,동제한의원,"서울특별시 마포구 굴레방로 27, 301호 (아현동)",,126.9553231,37.55647604,14132601.92,4516958.837
health,병의원,한의원,동희수한의원,"서울특별시 마포구 월드컵로13길 8, 2층,4층 (망원동)",,126.9096736,37.55583726,14127520.24,4516869.139
health,병의원,한의원,로담한의원,"서울특별시 마포구 양화로 165, 6층 (동교동, 상진빌딩)",,126.9236198,37.55720942,14129072.72,4517061.819
health,병의원,한의원,리밸런스한의원,"서울특별시 마포구 백범로31길 8, 2동 212 213호 (공덕동, 공덕SK리더스뷰)",,126.9493556,37.54498536,14131937.62,4515345.424
health,병의원,한의원,리유한의원,"서울특별시 마포구 신촌로 116, 5층 (노고산동, 마포빌딩)",,126.9385741,37.55531163,14130737.44,4516795.33
health,병의원,한의원,마디마디돌봄한의원,"서울특별시 마포구 월드컵로13길 19, 2층 (망원동)",,126.9091444,37.55550169,14127461.33,4516822.017
health,병의원,한의원,마포모커리한의원,"서울특별시 마포구 마포대로 130, 3층 (공덕동, 동방빌딩)",,126.9529892,37.5459731,14132342.11,4515484.103
health,병의원,한의원,마포벌한의원,"서울특별시 마포구 망원로 76, 1,2층 (망원동)",,126.9053349,37.55729708,14127037.27,4517074.129
health,병의원,한의원,마포척편한한의원,"서울특별시 마포구 마포대로 68, 402~403호 (도화동, 마포아크로타워)",,126.9489594,37.54133308,14131893.52,4514832.657
health,병의원,한의원,망원동한의원,서울특별시 마포구 망원로8길 70 (망원동),,126.9058092,37.55458726,14127090.06,4516693.615
health,병의원,한의원,명인한의원,"서울특별시 마포구 만리재로 15, 2층 (공덕동, 제일빌딩)",,126.9526642,37.54457461,14132305.94,4515287.755
health,병의원,한의원,몸이편안한의원,"서울특별시 마포구 월드컵로 204, 이안상암 110, 206, 208호 (성산동)",,126.9021328,37.56539984,14126680.8,4518212.004
health,병의원,한의원,미소짓는한의원,"서울특별시 마포구 월드컵북로 192, 5~6층 (성산동)",,126.907707,37.56842807,14127301.32,4518637.292
health,병의원,한의원,바로경희한의원,"서울특별시 마포구 백범로 91, 2층 (대흥동)",,126.9418041,37.5482162,14131096.99,4515799.042
health,병의원,한의원,시원한의원,"서울특별시 마포구 월드컵로13길 83, 동명빌딩 1층 (망원동)",,126.905604,37.55493975,14127067.22,4516743.111
health,병의원,한의원,신석한의원,"서울특별시 마포구 독막로 248-1, 2층 (대흥동)",,126.9410801,37.54634978,14131016.39,4515536.989
health,병의원,한의원,신선한의원,"서울특별시 마포구 월드컵로14길 22, 201호 (서교동, 서교스위트하우스)",,126.9117028,37.55595398,14127746.14,4516885.529
health,병의원,한의원,아름건강한의원,"서울특별시 마포구 양화로 78-7, 2층 (서교동)",,126.9174271,37.55150788,14128383.35,4516261.224
health,병의원,한의원,아이누리한의원,"서울특별시 마포구 마포대로 143, 209호 (공덕동, 마포공덕파크팰리스Ⅱ)",,126.9530924,37.54745438,14132353.6,4515692.079
health,병의원,한의원,아이랑한의원,"서울특별시 마포구 마포대로 173-14, 마포 센텀 슬로우스퀘어 3층 303호 (아현동)",,126.9536258,37.55099813,14132412.98,4516189.649
health,병의원,한의원,아현한의원,"서울특별시 마포구 마포대로 214, 샵빌딩 4층 403호 (아현동)",,126.9571857,37.55285832,14132809.27,4516450.844
health,병의원,한의원,안중한의원,서울특별시 마포구 마포대로4나길 13 (도화동),,126.9463138,37.538355,14131599.01,4514414.564
health,병의원,한의원,약선제한의원,서울특별시 마포구 월드컵북로7길 26 (서교동),,126.9166213,37.55797223,14128293.66,4517168.936
health,병의원,한의원,엘리자베스경희한의원,"서울특별시 마포구 신촌로 170, 상가308,309호 (대흥동, 이대역 푸르지오시티)",,126.9443688,37.55633831,14131382.5,4516939.496
health,병의원,한의원,연한의원,"서울특별시 마포구 백범로 90, 3층 (대흥동)",,126.9415315,37.54784206,14131066.65,4515746.511
health,병의원,한의원,예당한의원,"서울특별시 마포구 도화길 10, 2층 (도화동, 에벤에셀빌딩)",,126.9474125,37.53980791,14131721.32,4514618.536
health,병의원,한의원,예선한의원,"서울특별시 마포구 성미산로 21-1, 제일빌딩 2층 (성산동)",,126.9106073,37.55871396,14127624.18,4517273.093
health,병의원,한의원,예승한의원,"서울특별시 마포구 큰우물로 49, 엘지상가 2층 203 204호 (염리동)",,126.9441549,37.54259023,14131358.69,4515009.154
health,병의원,한의원,예일한의원,"서울특별시 마포구 도화길 32, 삼성아파트 상가동 4층 401,402호 (도화동)",,126.9495934,37.54085402,14131964.09,4514765.4
health,병의원,한의원,오늘도한의원,"서울특별시 마포구 망원로 96-1, 2층 (망원동, 영진빌딩)",,126.9075481,37.55773852,14127283.64,4517136.118
health,병의원,한의원,오중한한의원,서울특별시 마포구 망원로 75 (망원동),,126.905235,37.55754928,14127026.14,4517109.544
health,병의원,한의원,성심한의원,서울특별시 마포구 숭문길 182 (염리동),,126.9466553,37.55452268,14131637.02,4516684.547
health,병의원,한의원,성제한의원,"서울특별시 마포구 월드컵북로 324, 2층 (상암동)",,126.8957803,37.57540625,14125973.65,4519617.382
health,병의원,한의원,세신한의원,"서울특별시 마포구 신촌로 160, 306,307호 (대흥동, 이대역스타힐스)",,126.9432859,37.55630869,14131261.95,4516935.337
health,병의원,한의원,소담한의원,서울특별시 마포구 월드컵북로 236 효봉빌딩 4층 (중동),,126.9034304,37.57029872,14126825.25,4518900.017
health,병의원,한의원,소망한의원,"서울특별시 마포구 마포대로7길 11, 3층 (공덕동)",,126.9520608,37.54679444,14132238.76,4515599.42
health,병의원,한의원,숭실한의원,"서울특별시 마포구 서강로 131, 1층,2층,3층,4층 (노고산동, 신촌아이스페이스오피스텔)",,126.9350349,37.55435829,14130343.45,4516661.463
health,병의원,한의원,온누리한의원,"서울특별시 마포구 신촌로 270, 405호 (아현동, 수창빌딩)",,126.955712,37.5571213,14132645.21,4517049.445
health,병의원,한의원,온맘한의원,"서울특별시 마포구 독막로 92, 3층 (상수동, 공감빌딩)",,126.9235708,37.54752186,14129067.27,4515701.553
health,병의원,한의원,올바로경희한의원,"서울특별시 마포구 월드컵로1길 14, 1층 113호 (합정동, 마포 한강 푸르지오)",,126.9120613,37.5500498,14127786.03,4516056.493
health,병의원,한의원,용하다한의원,"서울특별시 마포구 월드컵로13길 64, 2층 (망원동)",,126.9065778,37.5553303,14127175.62,4516797.951
health,병의원,한의원,우리(들)한의원,"서울특별시 마포구 마포대로 115-12, 2층 (공덕동, 삼성아파트상가)",,126.9511517,37.54569124,14132137.56,4515444.529
health,병의원,한의원,원광좋은한의원,"서울특별시 마포구 마포대로8길 9, 302호 (공덕동, 영명빌딩)",,126.9539393,37.54662219,14132447.88,4515575.237
health,병의원,한의원,으랏차차한의원,"서울특별시 마포구 월드컵로 30, 2층 (서교동)",,126.9126386,37.55210576,14127850.3,4516345.174
health,병의원,한의원,이오한의원,"서울특별시 마포구 창전로 38, 2층 (구수동)",,126.9321953,37.54575396,14130027.35,4515453.335
health,병의원,한의원,이유명호한의원,"서울특별시 마포구 마포대로 52, 208호 (도화동, 고려아카데미텔)",,126.9476611,37.54033781,14131748.99,4514692.929
health,병의원,한의원,이주호한의원,"서울특별시 마포구 신촌로16길 8, 4층 (노고산동)",,126.9348213,37.55536368,14130319.67,4516802.639
health,병의원,한의원,이지한의원,"서울특별시 마포구 월드컵로13길 13, 3층 (망원동)",,126.905605,37.55494029,14127067.33,4516743.187
health,병의원,한의원,이화한의원,"서울특별시 마포구 대흥로 183, 신촌그랑자이 상가 209,210호 (대흥동)",,126.9456604,37.55583525,14131526.28,4516868.857
health,병의원,한의원,일맥한의원,"서울특별시 마포구 신촌로 74-1, 2층 (노고산동)",,126.9341418,37.55585705,14130244.03,4516871.918
health,병의원,한의원,자연한의원,"서울특별시 마포구 양화로 152, 8층 (동교동)",,126.9228923,37.55582501,14128991.75,4516867.419
health,병의원,한의원,장한의원,"서울특별시 마포구 성미산로 195, 2층 (연남동)",,126.9268467,37.56272916,14129431.94,4517836.946
health,병의원,한의원,전인한의원,"서울특별시 마포구 잔다리로3안길 24, LIME HOUSE 201호 (서교동)",,126.9195937,37.55049828,14128624.55,4516119.464
health,병의원,한의원,전찬일한의원,"서울특별시 마포구 독막로 147-6, 2층 (창전동)",,126.9302108,37.54783231,14129806.44,4515745.142
health,병의원,한의원,정원한의원,"서울특별시 마포구 대흥로 193, 2층 (대흥동)",,126.9456988,37.55637109,14131530.54,4516944.1
health,병의원,한의원,정진한의원,"서울특별시 마포구 성미산로1길 58, 1층 (성산동)",,126.9070888,37.56039767,14127232.5,4517509.531
health,병의원,한의원,제생한의원,"서울특별시 마포구 양화로12길 8-9, 예현빌딩 4층 (서교동)",,126.9180985,37.55154385,14128458.09,4516266.274
health,병의원,한의원,제일한의원,"서울특별시 마포구 삼개로 23, 2층 (도화동)",,126.9476264,37.53818981,14131745.13,4514391.373
health,병의원,한의원,조형준한방소아과한의원,"서울특별시 마포구 마포대로 68, 405호 (도화동, 마포아크로타워)",,126.9489594,37.54133308,14131893.52,4514832.657
health,병의원,한의원,좋은꿈참사랑한의원,"서울특별시 마포구 월드컵북로 230, 203호 (중동, 현대상가)",,126.9038336,37.57014047,14126870.13,4518877.791
health,병의원,한의원,지산한의원,"서울특별시 마포구 양화로 99, 2층 (서교동)",,126.91821,37.5530612,14128470.51,4516479.331
health,병의원,한의원,지장한의원,서울특별시 마포구 굴레방로 21-1 (아현동),,126.9554501,37.55598954,14132616.06,4516890.522
health,병의원,한의원,참경희한의원,"서울특별시 마포구 월드컵로 155, 2층 (망원동, 가은빌딩)",,126.9049314,37.56138008,14126992.34,4517647.491
health,병의원,한의원,참좋은한의원,"서울특별시 마포구 월드컵로13길 62, 2층 (망원동)",,126.9067181,37.55534482,14127191.24,4516799.991
health,병의원,한의원,채움한의원,"서울특별시 마포구 서강로 142, 2층 (노고산동)",,126.9363567,37.55438784,14130490.59,4516665.612
health,병의원,한의원,척봄한의원,"서울특별시 마포구 마포대로 78, 자람빌딩 2층 (도화동)",,126.9497737,37.54188124,14131984.17,4514909.614
health,병의원,한의원,청구경희한의원,"서울특별시 마포구 독막로 37, 3층 (합정동)",,126.9176961,37.5482387,14128413.3,4515802.202
health,병의원,한의원,청심당한의원,"서울특별시 마포구 월드컵로 75, 4층 (망원동)",,126.910104,37.55559612,14127568.15,4516835.278
health,병의원,한의원,청암한의원,"서울특별시 마포구 월드컵북로 502, 307,308호 (상암동, 월드컵파크프라자)",,126.879871,37.58504618,14124202.64,4520971.466
health,병의원,한의원,청이한의원,"서울특별시 마포구 큰우물로 51, 2층 (염리동)",,126.9444247,37.54249191,14131388.71,4514995.349
health,병의원,한의원,케어빌한의원,"서울특별시 마포구 독막로 14, 2층 (합정동)",,126.9149347,37.54844213,14128105.9,4515830.765
health,병의원,한의원,코비한의원,"서울특별시 마포구 월드컵로3길 14, 308호 (합정동,  딜라이트스퀘어2차)",,126.9123701,37.55063864,14127820.41,4516139.173
health,병의원,한의원,태평한의원,"서울특별시 마포구 토정로 222, 2층 205호 (신수동, 한국출판협동조합)",,126.9352969,37.5444979,14130372.62,4515276.985
health,병의원,한의원,파동한의원,"서울특별시 마포구 삼개로 15-10, 3층 (도화동)",,126.9479426,37.53909455,14131780.32,4514518.388
health,병의원,한의원,팔플러스원중앙한의원,"서울특별시 마포구 성암로 189, 중소기업 DMC 타워 지하1층 B108-1호 (상암동)",,126.8978986,37.5767555,14126209.45,4519806.895
health,병의원,한의원,필한의원,"서울특별시 마포구 망원로 71, 2층 (망원동)",,126.9047733,37.55749846,14126974.75,4517102.407
health,병의원,한의원,하늘체한의원,"서울특별시 마포구 서강로 136, 101호 (노고산동, 아이비타워)",,126.9357912,37.55404515,14130427.64,4516617.493
health,병의원,한의원,함소아한의원,"서울특별시 마포구 마포대로 109, B112호 (공덕동, 롯데캐슬프레지던트)",,126.950885,37.5451181,14132107.88,4515364.059
health,병의원,한의원,해미소한의원,"서울특별시 마포구 독막로22길 9, 1층 (창전동)",,126.9293153,37.54711098,14129706.74,4515643.863
health,병의원,한의원,해율한의원,"서울특별시 마포구 양화로 166, 미래프라자 4층 (동교동)",,126.9220465,37.55512528,14128897.59,4516769.163
health,병의원,한의원,혜당한의원,"서울특별시 마포구 독막로 32, 2층 (합정동)",,126.9167806,37.54802903,14128311.39,4515772.763
health,병의원,한의원,혜화한의원,"서울특별시 마포구 신촌로 88, 7층 (노고산동, 태영빌딩)",,126.9353329,37.5553099,14130376.62,4516795.087
health,병의원,한의원,호감한의원,"서울특별시 마포구 백범로 95, 다나빌딩 2층 (대흥동)",,126.94231,37.54795417,14131153.31,4515762.251
health,병의원,한의원,홍익한의원,"서울특별시 마포구 연남로 1, 지하1,지상2층 (동교동)",,126.9235218,37.5600493,14129061.82,4517460.61
health,병의원,한의원,화접몽한의원,"서울특별시 마포구 백범로 21, 7층 (노고산동, 에버빌딩)",,126.9375441,37.55285678,14130622.77,4516450.627
health,병의원,한의원,화한의원,"서울특별시 마포구 연남로 43, 2층 (연남동, 로얄빌딩)",,126.9209062,37.56324791,14128770.65,4517909.796
health,병의원,한의원,휴한의원,"서울특별시 마포구 백범로 205, 101동 B231호 (신공덕동, 펜트라우스)",,126.9538562,37.54394849,14132438.62,4515199.848
health,병의원,기타,서울특별시시립서부노인전문요양센터,서울특별시 마포구 월드컵로36길 15 (성산동) ,,126.9025027,37.56646332,14126721.98,4518361.358
health,병의원,의원,강가정의학과의원,"서울특별시 마포구 방울내로 70, 2층 (망원동)",,126.9033349,37.56010657,14126814.62,4517468.654
health,병의원,의원,박병권내과의원,"서울특별시 마포구 월드컵북로 230, 3층 3호 (중동, 현대상가)",,126.9038336,37.57014047,14126870.13,4518877.791
health,병의원,의원,최이비인후과의원,"서울특별시 마포구 월드컵북로 230 (중동, 현대상가)",,126.9038336,37.57014047,14126870.13,4518877.791
health,병의원,의원,연세석가정의학과의원,"서울특별시 마포구 연남로 44, A-103호 (연남동, 코오롱아파트)",,126.9212274,37.5634968,14128806.41,4517944.748
health,병의원,의원,애플산부인과의원,"서울특별시 마포구 양화로18길 3, 5층 (동교동, 삼양세븐스프링스)",,126.9245706,37.55702983,14129178.57,4517036.601
health,병의원,의원,최지원소아청소년과의원,"서울특별시 마포구 월드컵북로38길 14, 3층 (중동)",,126.9037741,37.57059452,14126863.52,4518941.562
health,병의원,의원,양회섭내과의원,"서울특별시 마포구 동교로 191, D.B.M빌딩 6층 (동교동)",,126.9217206,37.55629274,14128861.3,4516933.097
health,병의원,병원,위비앙병원,서울특별시 마포구 신촌로 240 (아현동),,126.9524479,37.5569501,14132281.86,4517025.405
health,병의원,요양병원,마포요양병원,"서울특별시 마포구 성산로4길 33, 마포요양병원 지하1~5층 (성산동)",,126.9087249,37.56409507,14127414.63,4518028.766
health,병의원,요양병원,푸르메재단넥슨어린이재활병원,"서울특별시 마포구 월드컵북로 494, 지하1층~7층 (상암동, 푸르메재단넥슨어린이재활병원)",,126.8805193,37.5846468,14124274.8,4520915.363
health,병의원,의원,가든비뇨기과의원,"서울특별시 마포구 마포대로 52, 2층 207호 (도화동, 고려아카데미텔2)",,126.9476629,37.54033826,14131749.19,4514692.992
health,병의원,의원,가든이비인후과의원,"서울특별시 마포구 마포대로 52, 201호 (도화동, 고려아카데미텔Ⅱ)",,126.9475628,37.54030938,14131738.05,4514688.937
health,병의원,의원,건강한내과의원,"서울특별시 마포구 큰우물로 53, 마포 네이버타운 2층 201(일부),202호 (염리동)",,126.9446317,37.54228979,14131411.77,4514966.973
health,병의원,의원,고려가정의학과의원,"서울특별시 마포구 독막로 10, 3층 (합정동)",,126.9145952,37.54847072,14128068.11,4515834.778
health,병의원,의원,공덕M(엠)재활의학과의원,"서울특별시 마포구 새창로 11, 4층 (도화동, EG빌딩)",,126.9513258,37.54246934,14132156.94,4514992.181
health,병의원,의원,공덕아산내과의원,"서울특별시 마포구 마포대로 204, 마포에스케이허브블루 203,204호 (아현동)",,126.9565344,37.55202196,14132736.76,4516333.407
health,병의원,의원,공안과의원,"서울특별시 마포구 월드컵북로 230, 202호 (중동, 현대상가)",,126.9039296,37.5702375,14126880.82,4518891.418
health,병의원,의원,국원석성형외과의원,"서울특별시 마포구 양화로 152, 5층 (동교동, 대화빌딩)",,126.9228981,37.55582502,14128992.38,4516867.419
health,병의원,의원,굿본정형외과재활의학과의원공덕점,"서울특별시 마포구 마포대로 143, 마포공덕파크팰리스 Ⅱ 1,2층 107,216,217,218호 (공덕동)",,126.9530943,37.5474542,14132353.81,4515692.054
health,병의원,의원,굿본재활의학과의원홍대점,"서울특별시 마포구 양화로 156, LG팰리스빌딩 2층 204~207호 (동교동)",,126.9234489,37.55611369,14129053.7,4516907.956
health,병의원,의원,권내과의원,"서울특별시 마포구 대흥로30길 6, 3층 (대흥동)",,126.9463236,37.55622722,14131600.1,4516923.897
health,병의원,의원,권이비인후과의원,"서울특별시 마포구 신촌로 266-1, 5층 (아현동)",,126.9552783,37.55713596,14132596.93,4517051.504
health,병의원,의원,그루정신건강의학과의원,"서울특별시 마포구 양화로 165, 상진빌딩 6층 (동교동)",,126.9236198,37.55720942,14129072.72,4517061.819
health,병의원,의원,길맨비뇨기과의원,"서울특별시 마포구 마포대로 109, 3층 (공덕동, 롯데캐슬프레지던트)",,126.950885,37.5451181,14132107.88,4515364.059
health,병의원,의원,김동섭내과의원,"서울특별시 마포구 마포대로20길 26, 상가동 201,202호 (공덕동, 삼성래미안공덕2차아파트)",,126.9617325,37.55134305,14133315.42,4516238.08
health,병의원,의원,김유정산부인과의원,"서울특별시 마포구 월드컵로14길 5, 5층 (서교동)",,126.9334586,37.55664247,14130167.98,4516982.206
health,병의원,의원,김의원,"서울특별시 마포구 양화로 133, 서교타워 4층 (서교동)",,126.9220465,37.55512528,14128897.59,4516769.163
health,병의원,의원,김이비인후과의원,"서울특별시 마포구 만리재로 15, 303호 (공덕동, 제일빌딩)",,126.9527683,37.54458547,14132317.52,4515289.279
health,병의원,의원,김재학내과의원,"서울특별시 마포구 큰우물로 53, 402호 (염리동)",,126.9446408,37.54230781,14131412.77,4514969.503
health,병의원,의원,김진의원,서울특별시 마포구 망원로 78 (망원동),,126.9055296,37.55731886,14127058.93,4517077.188
health,병의원,의원,마인드피부과의원,"서울특별시 마포구 양화로18길 3, 3층 (동교동, 삼양세븐스프링스)",,126.9245706,37.55702983,14129178.57,4517036.601
health,병의원,의원,마포공덕에스앤유피부과의원,"서울특별시 마포구 백범로 178, 마포신영지웰 2층 B204(일부),205,206,207호 (공덕동)",,126.9500756,37.54388158,14132017.78,4515190.455
health,병의원,의원,마포공덕튼튼본정형외과의원,"서울특별시 마포구 마포대로 92, 3, 5층 303, 503호 (도화동, 효성해링턴스퀘어)",,126.9513346,37.54284416,14132157.92,4515044.803
health,병의원,의원,마포리더스내과의원,"서울특별시 마포구 월드컵로 74, 원천빌딩 5층 (서교동)",,126.9107286,37.5557822,14127637.68,4516861.408
health,병의원,의원,마포마취통증의학과의원,"서울특별시 마포구 만리재로 15, 408호 (공덕동, 제일빌딩)",,126.9528102,37.54458596,14132322.19,4515289.348
health,병의원,의원,마포바로본정형외과의원,"서울특별시 마포구 마포대로 89, 서울마포우체국 3층 (도화동)",,126.9497954,37.54323995,14131986.58,4515100.372
health,병의원,의원,마포성모정신건강의학과의원,"서울특별시 마포구 마포대로 173-14, 마포 센텀 슬로우스퀘어 지상3층 301호 (아현동)",,126.9536258,37.55099813,14132412.98,4516189.649
