SAFETY_SORT,SAFETY_GUBUN,SAFETY_CODE,SAFETY_NM,SAFETY_ADDR,SAFETY_PNU,SAFETY_LONG,SAFETY_LAT,SAFETY_X,SAFETY_Y
accident,사고안전,0,SU006,"서울특별시 마포구 독막로 320태영데시앙 빌딩 3, 5층",11440,,,14131773.66,4515061.544
accident,사고안전,0,SU006,"서울특별시 마포구 독막로 320태영데시앙 빌딩 3, 5층",11440,,,14131773.66,4515061.544
accident,사고안전,0,SU006,"서울특별시 마포구 독막로 320태영데시앙 빌딩 3, 5층",11440,,,14131773.66,4515061.544
accident,사고안전,0,SU006,"서울특별시 마포구 독막로 320태영데시앙 빌딩 3, 5층",11440,,,14131773.66,4515061.544
